participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,EV,best_weight,best_obj_weight,best_nll,AIC,BIC
1,"[2.177415178690036, 0.5531820550697377, 0.879389070846245, 0.9487786135069737]",[1.11255939e+00 1.61355464e-01 1.00000000e-04 9.48778614e-01],[0.55440034 0.70120797 0.5966467  0.39507906],[6.06668062e-01 1.14867096e-01 2.78464834e-01 6.87061732e-09],[0. 0. 0. 0.],"[0.0005645220433053294, 0.0005087088781888215, 0.0004718182661986311, 0.0004911533163401715, 0.0004886278825913333, 0.0014021890876422544, 0.0026973575689283446, 0.005662916916359363, 0.012973941436214118, 0.02052022032326452, 0.04413112317706571, 0.15554366503270636, 0.43662702749574084, 0.8266331253468043, 0.9869361309572464, 0.9994974240115445, 0.9999891982872796, 0.9999998846094212, 0.9999999991307822, 0.9999999999977798, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8495752963879488, 0.8357739777728705, 0.8251729239789052, 0.8308941296835343, 0.8301681978053254, 0.9335114148900537, 0.9643415264170022, 0.9827425494322513, 0.9924489336473964, 0.9952489607333804, 0.9978384911171594, 0.999457334064135, 0.9998709753213445, 0.9999790256921548, 0.9999986761900943, 0.9999999497121039, 0.999999998919709, 0.9999999999884598, 0.9999999999999131, 0.9999999999999998, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",109.16301502901692,224.32603005803384,232.1415406159981
2,"[0.38232669746548814, 0.13206503653174814, 0.5896558550151895, 4.663729055540621]",[0.36256752 0.87625982 0.9999     4.66372906],[0.59511581 0.54754568 0.41274843 0.76533997],[2.78557002e-14 6.53066065e-18 8.41579217e-10 9.99999999e-01],[0. 0. 0. 0.],"[0.9999822926720751, 0.9999999920833994, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8495752963879488, 0.9999208481759649, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",136.2265777468658,278.4531554937316,286.26866605169585
3,"[2.7723702758250335, 0.7601109646462229, 0.6135769647220218, 2.7414355418125713]",[1.43180810e+00 7.06521767e-04 9.99900000e-01 2.74143554e+00],[0.03524141 0.01384758 0.00238501 0.00445377],[0.69517918 0.27905087 0.01288498 0.01288498],[0. 0. 0. 0.],"[0.9999822926720751, 0.9998504266472188, 0.999218948041233, 0.9967007119974598, 0.9843947693748912, 0.9900805018618823, 0.9912479454400421, 0.9926307599633014, 0.9918627759654611, 0.9939291624077732, 0.9948094118205231, 0.9956260230475962, 0.9955809483963202, 0.9961695891705212, 0.9963594483392898, 0.9960171666459263, 0.9964774276344326, 0.9968687430176447, 0.9967379308958849, 0.9970982288441688, 0.9974038883500408, 0.9981917695419102, 0.9982942766397117, 0.9984551051369825, 0.9982364713605424, 0.9983372092753666, 0.9984789606598841, 0.998563835023578, 0.9985261796373018, 0.9986116958542214, 0.9985606108296688, 0.9986506825555254, 0.9987472722341989, 0.9988342862468426, 0.9989128897958404, 0.9989840879588237, 0.999034187315147, 0.998975849152146, 0.9989045847874247, 0.9989588524847753, 0.9989389368576382, 0.9989914069069173, 0.9990490902724483, 0.9991021530705534, 0.9991510559632566, 0.9991962067343013, 0.9991777696950702, 0.9991653748512318, 0.9992092700084884, 0.9992498853756018, 0.999287532464425, 0.999263117582037, 0.9992437464397715, 0.9992720378799245, 0.9993067007181775, 0.9993390133051675, 0.9993619110905254, 0.9993476853334351, 0.9993766207864309, 0.9994037272888688, 0.999397003975785, 0.9994229284255673, 0.9994472574390646, 0.999470116984545, 0.9994916210552087, 0.9994836088646516, 0.9994775196546022, 0.9994724260597829, 0.9994936138013533, 0.9995135782766799, 0.9995324105956002, 0.9995501936408414, 0.9995463291439408, 0.9995633803065644, 0.9995795075292865, 0.9995947756312467, 0.9996092438951732, 0.9996174283547767, 0.9996256595589884, 0.9996345539948573, 0.9996317463897261, 0.9996255976984952, 0.9996341363579219, 0.9996462937652464, 0.9996578685267207, 0.9996688968192807, 0.9996794120842296, 0.99967718402476, 0.999687334045923, 0.999697022962217, 0.9997062779785774, 0.9997151243396025, 0.9997133162054971, 0.9997218666854948, 0.999730048236516, 0.9997378815683233, 0.9997453859679831, 0.9997495108263728, 0.999753674731161, 0.9997578555950498]","[0.8495752963879488, 0.4006718967315347, 0.11343214561816638, 0.029326559702666084, 0.006269187999377703, 0.009883494830060959, 0.01120015683920649, 0.01329220458811865, 0.012043605647245926, 0.01611004584861913, 0.01880707054834394, 0.02225806583662391, 0.022035059208281912, 0.025350118222559653, 0.026641883899535073, 0.024400004667265916, 0.027512804679863747, 0.03085678389252839, 0.029652316946416717, 0.03322342012751996, 0.0370012869203358, 0.05231972781694467, 0.05529545311815702, 0.06071164265871077, 0.053577144986097426, 0.05664459039412743, 0.06160654759639152, 0.06501584122155112, 0.06345789229672366, 0.0671098065763272, 0.06487946022119434, 0.06891772883510153, 0.07384577405681145, 0.07892924459155687, 0.08416201571404232, 0.08953806184363894, 0.09375149069564444, 0.08888112359792724, 0.0835766247986259, 0.08755582921774739, 0.08605230105532057, 0.09012984311519585, 0.09508237421203912, 0.10014381476903884, 0.1053096727842902, 0.11057550485884048, 0.10836295044268596, 0.10692456328906375, 0.11219861429960347, 0.11756370602297064, 0.12301572409001058, 0.1194240790746838, 0.1167201320837587, 0.1207117766438911, 0.12599045805386241, 0.1313442999413572, 0.13542199602341307, 0.13285943529634625, 0.13817771872236725, 0.1435608367421877, 0.14218693219515827, 0.14763480817597693, 0.15314101031116542, 0.1587022160741723, 0.1643151358745114, 0.1621780467220666, 0.16059066570989486, 0.15928648925662964, 0.16485542993246244, 0.17047107571074457, 0.17613033580325593, 0.18183015778377332, 0.18056037231519934, 0.18630066648986432, 0.19207598510882956, 0.19788339831039392, 0.2037200238057253, 0.20717668725527613, 0.21077339714899637, 0.2148029074644619, 0.2135144245273643, 0.2107459011113599, 0.21461025979201262, 0.2203633331328843, 0.22613468267599496, 0.23192185111607955, 0.23772243482854982, 0.23646927143043103, 0.2422876988995676, 0.2481152213764182, 0.2539495900025372, 0.25978861282427923, 0.25857343598232563, 0.2644223393320181, 0.2702719834654797, 0.2761203370394747, 0.2819654273098047, 0.28528482691767, 0.28871584048628646, 0.2922448451695649]",99.27802064301524,204.55604128603048,212.37155184399475
4,"[1.0560424966694353, 0.06693506794318044, 0.9284666269849972, 1.1305940227358884]",[1.34084218e+00 1.12969672e-01 1.00000000e-04 1.13059402e+00],[0.8257493  0.68075181 0.27505192 0.24928027],[8.71118270e-01 1.28879738e-01 9.96137488e-07 9.96137488e-07],[0. 0. 0. 0.],"[0.0005645220433053294, 0.0004565190139829953, 0.0004387719677555635, 0.00039236257041059863, 0.0005448691266766995, 0.0011846385580891391, 0.001641563633628943, 0.0024132649573265813, 0.002799125558129157, 0.003853045281619483, 0.0019970250170713248, 0.002463844078638977, 0.004796621410740531, 0.0068529891104483, 0.016912789319281262, 0.0228899902387716, 0.07056062735773302, 0.2857386839479627, 0.6013083930154348, 0.8759406707657468, 0.9756418813730093, 0.996441400844313, 0.9994306838025233, 0.9999438122236165, 0.9999964567603946, 0.9999997936468731, 0.9999999940864334, 0.9999999998900989, 0.9999999999977798, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8495752963879488, 0.8203641798029225, 0.8144439351964992, 0.7969449670016118, 0.8449880740220423, 0.9222349662427374, 0.9426637844763525, 0.9602995160654542, 0.9655967479680462, 0.9747956041204912, 0.952399561980043, 0.9610846881541905, 0.9796717305848777, 0.9857134419979218, 0.9942203321698987, 0.9957489994108957, 0.9986843804402997, 0.9997500673677098, 0.999933693750765, 0.9999858358010797, 0.9999975031315975, 0.99999964283361, 0.999999943030256, 0.9999999943803447, 0.9999999996456393, 0.9999999999793626, 0.9999999999994086, 0.999999999999989, 0.9999999999999998, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",83.90420331579092,173.80840663158185,181.62391718954612
5,"[0.7982002406082013, 0.661326869260872, 0.2615760048767306, 3.9654982280015374]",[0.9285618  0.9999     0.2651844  3.96549823],[0.73529412 0.67647059 0.40477143 0.8094881 ],[1.e-24 1.e-24 1.e-20 1.e+00],[0. 0. 0. 0.],"[0.6708605467725798, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8495752963879488, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",101.73580653138943,209.47161306277886,217.28712362074313
6,"[4.781866448018023, 0.3377773001157688, 0.9338202212066475, 3.9744684106081283]",[1.43405236e+00 9.66398203e-04 9.99900000e-01 3.97446841e+00],[0.04191285 0.02603479 0.00585587 0.00146822],[0.6036671  0.37186528 0.01223381 0.01223381],[0. 0. 0. 0.],"[0.9999822926720751, 0.999891202386269, 0.9999366047624029, 0.9999472808776364, 0.9999404140874455, 0.9999605048096352, 0.9999563596786305, 0.9997611307780349, 0.9998270745038089, 0.9998308194361327, 0.999845432203295, 0.9990537393477932, 0.9989648172781851, 0.9991612610650346, 0.9992939516132594, 0.9993933823944027, 0.9994716462362495, 0.9994494673878382, 0.9996003669069904, 0.9996499151422202, 0.9996904930607555, 0.999724265104794, 0.9997527339697905, 0.9997642219113876, 0.9997768336682294, 0.9997896029916932, 0.9998020362680176, 0.9997861727893608, 0.999780541621988, 0.9997724509944902, 0.9997572397239656, 0.9997769786302955, 0.9997943797847759, 0.9998098119258498, 0.9998235693789661, 0.999832329674508, 0.9998407313673661, 0.999848722833303, 0.9998562831733728, 0.9998507550304329, 0.9998507481945427, 0.9998478794497073, 0.9992369775917898, 0.9992832059367774, 0.9993253721155418, 0.9993639484460829, 0.9993993372978732, 0.9993902377235494, 0.999423653990923, 0.9994544213107188, 0.9994828146060636, 0.9995090732716732, 0.9995334067455112, 0.9995489649742336, 0.9995641806556941, 0.9995789800667325, 0.9995933162036985, 0.999586047325745, 0.9996039772626459, 0.9996207884641153, 0.9996331800720972, 0.9996451389115687, 0.9996566614147517, 0.999667749895755, 0.9996631240443462, 0.9996593041846552, 0.9996722587240725, 0.9996721869902124, 0.9996844469533497, 0.9996960475973212, 0.9997070350012626, 0.9997041613131196, 0.9997128204631766, 0.9997228850749449, 0.99973244179068, 0.9997398294423625, 0.9997484766226271, 0.9997567103939097, 0.9997546067297416, 0.9997610242805262, 0.9997686303389334, 0.999774513183211, 0.9997814501076838, 0.9997789549046968, 0.9997856668021906, 0.9997920855491537, 0.9997904778228752, 0.9997903526614499, 0.9997865679557221, 0.9997917033078775, 0.9997977938056918, 0.9998036280185353, 0.999808130916233, 0.9998134998475975, 0.9998186527521274, 0.999817384438852, 0.9998223947578685, 0.9998272071322093, 0.9998308369391484, 0.9998343854552696]","[0.8495752963879488, 0.4789304808157363, 0.6120216341564669, 0.654807536317464, 0.6266311824534694, 0.7168828753486843, 0.696195270600118, 0.29507020181962007, 0.3663834279064055, 0.37148169244988105, 0.39280964701333515, 0.09550531056243701, 0.0880164068924541, 0.10645556508810085, 0.1239961598623013, 0.1414576987521293, 0.15908868763407003, 0.15366157516420975, 0.20009889520435636, 0.22213709960025943, 0.24415743277625482, 0.2661107684996834, 0.2879334686719155, 0.29778734208183977, 0.30941185265378485, 0.3221439422659803, 0.33558946879280616, 0.3186219674342348, 0.31300413237031016, 0.30527077240234063, 0.2917195910648899, 0.3095507434713086, 0.32718023210305563, 0.34458372773765567, 0.36173677450282016, 0.3735780586607549, 0.38568629635844903, 0.3979546326774422, 0.41030167326612305, 0.401199876127309, 0.4011888711042573, 0.39662318179231554, 0.11580391077237268, 0.12236360056269843, 0.12902962650028454, 0.13579710429859765, 0.14266075763074954, 0.14083053117625627, 0.14779328934016536, 0.15484144602264244, 0.161969217135367, 0.16917074930542958, 0.17644016239242621, 0.18142451493083692, 0.18657908133130344, 0.19188144023958534, 0.19731315894259657, 0.19452123562664456, 0.2015560061053196, 0.20862999811184735, 0.21417044223800738, 0.219803620015798, 0.22551872389224092, 0.23130623755083, 0.22885610969124573, 0.22687165564517925, 0.23374538091387637, 0.23370617254814371, 0.24060376924617208, 0.24751592194652902, 0.25443897589918163, 0.25259118093778077, 0.25824224917606425, 0.26513663747662813, 0.2720325612452807, 0.27761410872554, 0.2844452546392475, 0.2912696505841772, 0.289495127190458, 0.294977472351164, 0.3017500934618122, 0.3072053930110076, 0.3138970310621894, 0.3114567584152226, 0.3181089482075709, 0.3247418625051731, 0.3230546713477053, 0.3229240586024707, 0.31902377756332756, 0.32433913382621654, 0.3308772697269596, 0.33739226355052077, 0.3425986699914847, 0.3490202975949506, 0.35541401844930837, 0.3538186665892979, 0.36020585777751524, 0.3665615944027463, 0.37150585370437356, 0.3764700025317737]",105.20149443962629,216.40298887925258,224.21849943721685
7,"[0.518927724352462, 0.17391262779473957, 0.10574173286705911, 0.3140479889759837]",[1.55901130e+00 2.38478495e-04 9.99900000e-01 3.14047989e-01],[0.00854067 0.00834729 0.00092951 0.00078428],[0.48691245 0.48707303 0.01300726 0.01300726],[0. 0. 0. 0.],"[0.9999822926720751, 0.9997821162865227, 0.9986571363426877, 0.9986570959719608, 0.9992173168734154, 0.9941061569270966, 0.8944692288570362, 0.9267533129212107, 0.9321716704106773, 0.9404686029954666, 0.9385898884656577, 0.9419081133349123, 0.9362011382615872, 0.9299751917875014, 0.9383769136867908, 0.9450934112240047, 0.9747118623751356, 0.9777598785006175, 0.9803363074538992, 0.9825200434305496, 0.9838463498362268, 0.9851228089911183, 0.9863099371184404, 0.9873956535280125, 0.9868762983352125, 0.9864078904709087, 0.9868390409091672, 0.9866096548816027, 0.9877192022515484, 0.9886628166141251, 0.9895129853092551, 0.9902792580898081, 0.9909707088374224, 0.9907372131660825, 0.991325553013846, 0.9918670171080382, 0.992389370338992, 0.9928658498432306, 0.993301258507974, 0.9936551940198792, 0.9935131478332894, 0.9938833739746064, 0.9937678911200527, 0.9941209740815485, 0.9944095818562708, 0.9946801959963788, 0.9949338544174698, 0.9951716181555059, 0.9950929157178956, 0.9953274262010632, 0.9955464419804652, 0.99574124416639, 0.9959246222519939, 0.9960973223389638, 0.9962600529606636, 0.9964113369886894, 0.9963652898957792, 0.9965100927420985, 0.9966469854131741, 0.9967743376551196, 0.9968950820157122, 0.9970096174032081, 0.9970544710053677, 0.9971590920421016, 0.9971215664323126, 0.9972234949953787, 0.997194098901781, 0.9971768568096846, 0.9972745514353555, 0.9973675940793215, 0.9974562465033587, 0.9975407559684525, 0.9975620432425177, 0.9975349401424196, 0.9976136304856933, 0.9976888872201493, 0.9977608838210201, 0.997829785858984, 0.9978102166033678, 0.99787731902171, 0.997940030685379, 0.9980001885449059, 0.9980581546104137, 0.9981137833051323, 0.9981659765813046, 0.9982168580017448, 0.9982028491371212, 0.9982510601728014, 0.998234264390082, 0.9982286308154752, 0.9982385633232287, 0.9982857914756644, 0.9983312584734743, 0.998375043419147, 0.9984172217344196, 0.9984038443448549, 0.9984439129561034, 0.9984834513078421, 0.9985204609905105, 0.9985562257735109]","[0.8495752963879488, 0.31455502333895513, 0.06922643415445007, 0.06922449451016771, 0.11322234686656052, 0.016588717579516615, 0.0008469577372036405, 0.0012637768449713185, 0.0013725611583688777, 0.0015774515876548932, 0.0015262162842379164, 0.00161894769662493, 0.0014654222271359982, 0.001326436367388278, 0.0015206049769894922, 0.0017184889028483586, 0.003840006265895226, 0.004377570614072982, 0.0049612764375665695, 0.005589976656919235, 0.006054282806961737, 0.006578794090021722, 0.007153744083721304, 0.007773651476670843, 0.007464416885055069, 0.00720563743666466, 0.0074431641973045784, 0.00731490220858699, 0.007979414650642709, 0.008645999856985265, 0.009348329877353059, 0.010085544912039977, 0.010856995939128842, 0.01058374286045137, 0.011300103572077886, 0.012049861304925134, 0.012872947560059259, 0.013727413658596407, 0.014612955007763896, 0.015420958878662317, 0.015086248289890396, 0.015990651320860545, 0.015697196040600627, 0.016630075281998075, 0.01747859264499038, 0.018356300323248927, 0.019262504546660994, 0.020196622006337626, 0.019877596256075027, 0.020859234466894874, 0.021867322486887227, 0.022849085829535147, 0.023856980967681102, 0.024890627897222736, 0.025949684817177965, 0.027018061866079995, 0.026683711377761404, 0.02776405653692132, 0.02886870456879326, 0.029978020382400376, 0.031111194804995943, 0.03226793360059803, 0.032744635605508714, 0.03391305658200157, 0.03348452499372226, 0.03467458049561437, 0.034322803081451386, 0.03411976224985669, 0.035302960270505564, 0.03650847763120403, 0.03773605331230161, 0.038985438398325495, 0.039313267587938815, 0.03889681962668892, 0.04013100866848281, 0.041386707177487415, 0.042663632976016205, 0.04396151797504821, 0.043584956607676625, 0.044903787885126806, 0.04621039789464364, 0.047537140382722956, 0.04888950120349576, 0.050261554756435435, 0.05162064294912781, 0.05301809085537076, 0.05262586238661269, 0.05400067289050154, 0.05351365118409912, 0.05335225417569424, 0.053637469047043675, 0.05503636796456272, 0.05645367944931769, 0.05788917757717277, 0.059342641549773326, 0.05887382946885282, 0.06030066975152102, 0.06177796157493563, 0.0632277867747785, 0.06469488985276414]",107.54416847034753,221.08833694069506,228.90384749865933
