participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,EV,best_nll,AIC,BIC
83,"[0.4126694767249414, 0.4658904560214588, 0.11501867110102866, 0.878234237077307]",[0.6162981  0.83544723 0.9999     0.8991616 ],[0.09788807 0.54628942 0.48660223 0.50148515],[1.63925504e-01 8.35973634e-01 1.00859888e-04 2.00239436e-09],[0. 0. 0. 0.],129.19441276193004,266.3888255238601,276.8095062678124
84,"[1.4010557709456453, 0.729913853975059, 0.32083927441462956, 0.1319917675872631]",[1.32795696e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.00250366 0.0022485  0.00051568 0.00066474],[0.48615468 0.44451221 0.02769186 0.04164125],[0. 0. 0. 0.],120.88314801902536,249.7662960380507,260.18697678200306
85,"[0.20110966114754997, 0.0479176271378542, 0.8293193507840423, 0.10628644635585825]",[1.08112743e+00 5.13129864e-03 9.99900000e-01 1.00000000e-04],[0.12841764 0.08187268 0.03331001 0.03484302],[0.53804108 0.37559704 0.04228457 0.04407731],[0. 0. 0. 0.],126.32259859064267,260.6451971812853,271.0658779252377
86,"[0.4482128019749954, 0.7393466986119506, 0.6514968824595251, 0.47722165136881295]",[0.50057539 0.9999     0.65099935 0.4771892 ],[0.5952381  0.54761905 0.99994048 0.45238095],[1.e-12 1.e-12 1.e-12 1.e+00],[0. 0. 0. 0.],132.65091726325934,273.3018345265187,283.72251527047104
87,"[1.824371000539621, 0.1285035840992783, 0.47746724789332406, 0.5037485686629977]",[4.99990000e+00 1.39978560e-04 7.91573195e-01 9.99900000e-01],[0.00273197 0.00300198 0.00125884 0.00143389],[0.39061086 0.48427729 0.06258992 0.06252193],[0. 0. 0. 0.],132.8902145840206,273.7804291680412,284.20110991199357
88,"[0.7833188519588711, 0.23964631976022088, 0.7464951601007378, 0.17059111480489325]",[9.40193333e-01 1.61553873e-01 1.00000000e-04 9.99900000e-01],[0.55097715 0.56422148 0.53501901 0.55512329],[0.59569491 0.12615002 0.2749555  0.00319956],[0. 0. 0. 0.],125.7143744442005,259.428748888401,269.84942963235335
89,"[4.184171975237952, 0.07818725160603132, 0.13104305036479003, 0.025026339437356066]",[2.46576829e+00 2.01664364e-02 1.00000000e-04 9.99900000e-01],[0.19412462 0.11493716 0.40628214 0.00504161],[0.36713235 0.12686838 0.49618841 0.00981086],[0. 0. 0. 0.],82.49453450244636,172.9890690048927,183.4097497488451
90,"[0.8190216392646169, 0.640780459503675, 0.0007182137232417813, 0.7459540384903343]",[2.85667577 0.00409242 0.0452709  0.43021603],[0.1051572  0.01955732 0.0221971  0.06042183],[0.72683891 0.13001837 0.04889714 0.09424557],[0. 0. 0. 0.],119.880547367131,247.761094734262,258.1817754782144
91,"[4.75689191160954, 0.23562678766179682, 0.41747318692834456, 0.8464258560389295]",[0.91958229 0.74756211 0.9999     0.9999    ],[0.59342925 0.28035864 0.43520508 0.46070007],[1.60263806e-02 9.83973619e-01 3.43681040e-18 1.17318031e-31],[0. 0. 0. 0.],109.3619930098232,226.7239860196464,237.14466676359876
92,"[3.7309622377326797, 0.19783504745506178, 0.04105429317695441, 0.2976283154972787]",[0.825693   0.33152136 0.10943935 0.9999    ],[0.55392311 0.48015031 0.50652734 0.50732609],[5.53949799e-03 4.91096850e-10 9.94460475e-01 2.60278613e-08],[0. 0. 0. 0.],122.50083763537152,253.00167527074305,263.4223560146954
93,"[1.9967348838136616, 0.9496644060592453, 0.41635542560185657, 0.04244273067207918]",[0.83862238 0.9999     0.42045371 0.04272253],[0.59523809 0.1905119  0.4047619  0.45238095],[1.0000000e+00 9.9990001e-29 9.9990001e-29 9.9990001e-29],[0. 0. 0. 0.],111.49187451169219,230.98374902338438,241.40442976733675
94,"[3.7183809586434684, 0.20343602560698487, 0.10394835012656846, 0.7839022867742982]",[1.15839576e+00 1.56316397e-01 6.92229124e-03 1.00000000e-04],[0.4980128  0.43294653 0.47027214 0.11880046],[9.68256569e-01 2.54060860e-04 3.14893569e-02 1.30861285e-08],[0. 0. 0. 0.],95.61026585665421,199.22053171330842,209.6412124572608
95,"[3.960286100835786, 0.5284047349922283, 0.8837557303500885, 0.5900562696980706]",[4.82383078e+00 1.00000000e-04 7.36958815e-01 9.99900000e-01],[0.00190839 0.00156679 0.00115657 0.00105793],[0.48322789 0.36668538 0.0834008  0.06668593],[0. 0. 0. 0.],135.4745623358446,278.9491246716892,289.36980541564157
96,"[3.2761729031759907, 0.12888495611582754, 0.39047223142768595, 0.600536217281643]",[1.71100209e+00 1.00000000e-04 9.80269208e-01 9.99900000e-01],[0.00343039 0.00192473 0.00080927 0.00075592],[0.53568529 0.36273321 0.05806916 0.04351234],[0. 0. 0. 0.],121.02744730765787,250.05489461531573,260.4755753592681
97,"[0.26400437260269416, 0.8288195373470024, 0.4814356073877056, 0.9132084717354672]",[0.80966364 0.9999     0.48137468 0.91320549],[0.5952381  0.1905119  0.4047619  0.45238096],[9.9999999e-17 1.0000000e+00 9.9999999e-17 9.9999999e-17],[0. 0. 0. 0.],114.2259631234511,236.4519262469022,246.87260699085456
98,"[3.437085869615732, 0.09730987852534044, 0.07508133005294042, 0.8816515537462971]",[1.16996278 0.25019906 0.0069286  0.9999    ],[0.63581109 0.69672734 0.17013536 0.61953508],[2.05115287e-02 1.12693772e-02 7.38029304e-13 9.68219094e-01],[0. 0. 0. 0.],102.28147692817915,212.5629538563583,222.98363460031067
99,"[1.670678174336748, 0.6108325370866636, 0.6075902190752264, 0.6627174725085497]",[0.76505994 0.96186417 0.58705898 0.66022065],[0.57340387 0.54761832 0.40559457 0.45240001],[9.99942342e-01 5.76580586e-05 7.63202614e-25 2.91053669e-26],[0. 0. 0. 0.],118.30551012150511,244.61102024301022,255.0317009869626
100,"[4.368073507750455, 0.2719907965478522, 0.9629792686458074, 0.8472618313172775]",[0.77568337 0.9999     0.9999     0.84918057],[0.73529412 0.54761905 0.40476191 0.8094881 ],[1.e-20 1.e-20 1.e+00 1.e-20],[0. 0. 0. 0.],117.20527193724018,242.41054387448037,252.83122461843274
101,"[4.388063765658829, 0.2840516502244938, 0.2275899681220251, 0.8559876113896266]",[1.29829445e+00 5.50867864e-02 1.00000000e-04 9.99900000e-01],[0.49390893 0.42436607 0.41988053 0.29042452],[0.49290425 0.24891171 0.21779684 0.04038721],[0. 0. 0. 0.],133.4245618266764,274.8491236533528,285.26980439730517
102,"[3.239508285966534, 0.4507558979890029, 0.24539209129247308, 0.44111705086971226]",[1.25147514e+00 1.00000000e-04 9.99776701e-01 9.99900000e-01],[0.00367969 0.00141514 0.00029042 0.00084267],[0.65748557 0.27410681 0.02738861 0.04101901],[0. 0. 0. 0.],111.8600109038847,231.7200218077694,242.14070255172177
103,"[3.1823014900570015, 0.5344437340241605, 0.8616857395150253, 0.5645914348848372]",[1.36809894e+00 1.00000000e-04 5.35153567e-01 1.00000000e-04],[0.00282567 0.00247314 0.00026796 0.00080805],[0.49997139 0.43251944 0.02701834 0.04049084],[0. 0. 0. 0.],118.59245495381002,245.18490990762004,255.6055906515724
104,"[1.6752923064002794, 0.051194697337755335, 0.626904579842139, 0.24684748422707384]",[9.40223575e-01 1.17989303e-01 3.93911074e-01 1.00000000e-04],[0.46658852 0.45079591 0.50992849 0.37732962],[2.49467350e-01 7.02008959e-01 4.85112020e-02 1.24887965e-05],[0. 0. 0. 0.],124.44789889635025,256.8957977927005,267.3164785366529
105,"[2.041974727255237, 0.652405252645363, 0.5669654627543055, 0.23294718723193286]",[0.87590521 0.91281351 0.9999     0.9999    ],[0.99994726 0.91996816 0.40889213 0.77838742],[1.50886464e-29 1.50886464e-29 1.00000000e+00 1.27860872e-16],[0. 0. 0. 0.],108.28208508270559,224.56417016541118,234.98485090936356
106,"[0.7635574348811285, 0.7981046543827003, 0.7526113118870565, 0.7979360150396035]",[1.02960395e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.00186812 0.002021   0.00079129 0.00092626],[0.40908916 0.46971905 0.06058908 0.06060271],[0. 0. 0. 0.],131.89074907201237,271.78149814402474,282.2021788879771
107,"[0.016733121572877936, 0.202912006878693, 0.07097895039249104, 0.46744551273548884]",[3.67400501e+00 1.00000000e-04 1.08831333e-01 2.81806639e-01],[0.00251314 0.00135414 0.00112907 0.00075131],[0.57153287 0.30150951 0.07937429 0.04758333],[0. 0. 0. 0.],131.95036519837794,271.9007303967559,282.3214111407082
108,"[4.497562926653238, 0.38024792163166404, 0.5994814391732325, 0.2327383730354903]",[0.94863687 0.66610943 0.9999     0.9999    ],[0.1970922  0.53872699 0.41072683 0.46446811],[1.32605990e-02 9.86739401e-01 1.70010818e-18 1.52499437e-17],[0. 0. 0. 0.],106.30080991808093,220.60161983616186,231.02230058011423
109,"[3.0743159900343247, 0.21608242054777013, 0.9848668665257804, 0.05205882604562732]",[1.06041418 0.28530256 0.18813736 0.9999    ],[0.54315092 0.67924704 0.51138904 0.49673951],[8.91895632e-05 1.33320106e-09 9.99910809e-01 5.75712348e-15],[0. 0. 0. 0.],104.95716916281269,217.91433832562538,228.33501906957775
110,"[0.6354033330846638, 0.3763749507550234, 0.643573498761803, 0.1881563183970482]",[1.09551259e+00 2.95740701e-01 1.00000000e-04 1.00000000e-04],[0.91091341 0.57026092 0.51036823 0.58019315],[2.71871742e-11 2.96482555e-07 9.99995136e-01 4.56749907e-06],[0. 0. 0. 0.],98.61506237495284,205.23012474990568,215.65080549385806
111,"[0.9549668996849767, 0.9537607840273125, 0.9334241074097266, 0.3013029960962659]",[0.73290024 0.94489331 0.93341342 0.30130275],[0.03280131 0.54756258 0.43575593 0.47097997],[9.22320667e-06 9.99990777e-01 8.03685231e-11 5.64726934e-29],[0. 0. 0. 0.],120.97095941619456,249.94191883238912,260.3625995763415
112,"[3.5656760637365257, 0.4366887008296036, 0.5338273803713541, 0.09131570201002102]",[4.99990000e+00 5.90339119e-04 5.72268754e-01 7.92218812e-01],[0.01241412 0.00233759 0.01319239 0.00424254],[0.6295135  0.13659505 0.176279   0.05761246],[0. 0. 0. 0.],121.64609032760009,251.29218065520018,261.71286139915253
113,"[1.7803519165603572, 0.1294832071128918, 0.012707220412791856, 0.09013469156113384]",[4.99990000e+00 4.20460712e-04 1.00000000e-04 9.99900000e-01],[0.00769845 0.00700645 0.0007817  0.01224933],[0.38657687 0.40871298 0.01819742 0.18651273],[0. 0. 0. 0.],126.65516480555773,261.31032961111544,271.73101035506784
114,"[2.132986712215198, 0.3110990324509315, 0.541499633827732, 0.9534416425344342]",[1.22503203 0.26662461 0.06154283 0.9999    ],[0.89349239 0.42338342 0.60620127 0.51967051],[4.37127048e-11 1.02449088e-08 9.99999966e-01 2.33790565e-08],[0. 0. 0. 0.],77.77750753368981,163.55501506737963,173.975695811332
115,"[0.4508715096946897, 0.2532557866353532, 0.2706774655749715, 0.12394321881615972]",[1.01741028e+00 5.65512906e-02 9.99900000e-01 1.00000000e-04],[0.55800272 0.45632001 0.27144923 0.30864794],[0.36769767 0.56496993 0.0429391  0.0243933 ],[0. 0. 0. 0.],125.92317738301529,259.8463547660306,270.2670355099829
116,"[2.7052759833853863, 0.56354632324797, 0.41819104204645213, 0.9932451191302828]",[1.08413694 0.4060549  0.9999     0.9999    ],[0.56281951 0.49596617 0.61015867 0.56188512],[8.16590344e-02 9.18339191e-01 1.76901145e-06 5.74037096e-09],[0. 0. 0. 0.],99.99253472843854,207.98506945687708,218.40575020082946
117,"[4.920440784147001, 0.06011970843268461, 0.889502696946228, 0.5680728255503527]",[8.45994788e-01 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.0023925  0.00202869 0.00097083 0.00089376],[0.48435189 0.39054165 0.06253283 0.06257363],[0. 0. 0. 0.],134.2560936089029,276.5121872178058,286.9328679617581
118,"[2.9479917396026187, 0.1016260076006134, 0.8309482946250057, 0.12669529381851313]",[1.00451258 0.9999     0.13947095 0.9999    ],[0.5952381  0.54761905 0.40476191 0.80951886],[1.e-20 1.e-20 1.e+00 1.e-20],[0. 0. 0. 0.],92.16476654019915,192.3295330803983,202.75021382435068
119,"[2.879582907739155, 0.7714191846696551, 0.4103572073611849, 0.1271158903556323]",[9.87546080e-01 8.45426671e-01 1.00000000e-04 1.00000000e-04],[0.59361035 0.9197104  0.4066206  0.75436407],[1.75155360e-29 1.75155360e-29 1.00000000e+00 4.16554002e-29],[0. 0. 0. 0.],95.50350574466741,199.00701148933481,209.4276922332872
120,"[3.0864271793814653, 0.842676420916269, 0.5483798145768889, 0.3307108154952295]",[1.22514910e+00 1.36111658e-03 9.99900000e-01 1.00000000e-04],[0.02695392 0.03709075 0.00630702 0.00734289],[0.39929011 0.53277019 0.02632359 0.04161611],[0. 0. 0. 0.],120.13085179419606,248.26170358839212,258.6823843323445
121,"[3.2077445402294957, 0.5474997385004597, 0.4201811579322045, 0.6011019282269572]",[1.54198073e+00 1.00000000e-04 1.12421994e-01 1.00000000e-04],[0.00345267 0.00123659 0.00053815 0.00041853],[0.68090254 0.24975389 0.04164033 0.02770324],[0. 0. 0. 0.],106.91884751740342,221.83769503480684,232.25837577875922
122,"[4.457816692421629, 0.19724734481393325, 0.5020636801204412, 0.14781750083020986]",[9.65189436e-01 5.53060563e-01 1.00000000e-04 1.00000000e-04],[0.55024084 0.64826924 0.48078678 0.80726878],[0.14957276 0.09660842 0.74785708 0.00596173],[0. 0. 0. 0.],105.07635380120155,218.1527076024031,228.57338834635547
123,"[2.168461894668197, 0.65666947435822, 0.04803697326963382, 0.05226859687128953]",[1.35016109e+00 1.55044357e-01 9.99900000e-01 1.00000000e-04],[0.72962337 0.60799149 0.52049393 0.45319043],[2.67332977e-05 2.63204175e-05 9.99885918e-01 6.10282033e-05],[0. 0. 0. 0.],84.70201008140202,177.40402016280404,187.82470090675642
124,"[4.110377960426427, 0.4654679724205825, 0.6577439672778645, 0.4222380785882503]",[1.14364088 0.33196537 0.9999     0.9999    ],[0.68231703 0.51963118 0.55702173 0.72775446],[1.08570924e-10 2.34611749e-11 9.99999853e-01 1.46901432e-07],[0. 0. 0. 0.],92.05257683689705,192.1051536737941,202.52583441774647
125,"[0.9080092844847233, 0.6087655693233976, 0.4500828928057487, 0.6645935909560063]",[0.53936535 0.9999     0.45169069 0.66431591],[5.95238097e-05 1.90511905e-01 9.99940476e-01 8.09488095e-01],[1.e-20 1.e-20 1.e+00 1.e-16],[0. 0. 0. 0.],131.26315490842086,270.5263098168417,280.94699056079406
126,"[4.95275898127698, 0.2834259005805332, 0.766363799504393, 0.8535409755835166]",[1.13403703 0.61851549 0.9999     0.9999    ],[0.27679977 0.40137346 0.42723479 0.59885853],[1.59525889e-18 1.95862760e-16 1.78667744e-31 1.00000000e+00],[0. 0. 0. 0.],81.14200387383273,170.28400774766547,180.70468849161784
127,"[1.9436476478222104, 0.3597319852053119, 0.5089885846684582, 0.5169824837832698]",[1.75692086e+00 1.00000000e-04 3.51605375e-01 1.00000000e-04],[0.00418921 0.0031598  0.00025396 0.00032795],[0.55143615 0.42304559 0.01275913 0.01275913],[0. 0. 0. 0.],96.52723447211083,201.05446894422167,211.47514968817404
128,"[4.0093547426479, 0.344185818498499, 0.10553012296055965, 0.264634795377587]",[8.49096339e-01 3.77675623e-01 1.06258833e-04 9.99900000e-01],[0.55807622 0.51181425 0.46556106 0.60293591],[1.36069137e-01 7.71498428e-01 6.55003367e-07 9.24317797e-02],[0. 0. 0. 0.],123.00501329876353,254.01002659752706,264.43070734147943
129,"[0.6597691006065516, 0.5287510315464142, 0.21331329412306235, 0.5763556151422267]",[0.61994179 0.9999     0.25795551 0.57893867],[0.5952381  0.54758334 0.99994048 0.8094881 ],[9.9999999e-29 1.0000000e+00 9.9999999e-29 9.9999999e-29],[0. 0. 0. 0.],127.64540831677868,263.29081663355737,273.7114973775097
130,"[4.447550123534734, 0.9897584098212986, 0.7264418057328601, 0.9336791115916674]",[9.49898889e-01 1.00000000e-04 9.99900000e-01 6.85189054e-02],[0.00224367 0.00147858 0.00065604 0.00117903],[0.50761516 0.3693374  0.04613381 0.07691364],[0. 0. 0. 0.],132.3884429759145,272.776885951829,283.19756669578135
131,"[4.300206659159481, 0.017992653618441847, 0.7284704226805283, 0.7628884124673968]",[0.85456233 0.9999     0.03699749 0.9999    ],[0.5952381  0.54761905 0.99994048 0.45238096],[1.0001000e-08 1.0001000e-24 9.9999999e-01 9.9999999e-29],[0. 0. 0. 0.],110.45597186854232,228.91194373708464,239.33262448103702
132,"[4.500150599331741, 0.39806456469249335, 0.8866871703026485, 0.0541894020779091]",[6.22645474e-01 9.99900000e-01 1.00000000e-04 2.42947605e-01],[5.95238095e-05 1.90511905e-01 4.04761905e-01 4.52416663e-01],[9.9980006e-05 9.9970008e-05 9.9970008e-05 9.9970008e-01],[0. 0. 0. 0.],127.5019209190935,263.003841838187,273.42452258213933
133,"[0.9533091370529289, 0.8664463490222685, 0.018219861520059957, 0.21829260008269086]",[7.69105014e-01 8.45791038e-01 1.00000000e-04 2.18144897e-01],[0.09174714 0.24552448 0.48240483 0.45255179],[1.54133125e-01 1.34413858e-05 8.45853434e-01 2.35895730e-11],[0. 0. 0. 0.],119.9486510593637,247.8973021187274,258.31798286267974
134,"[0.588455563893878, 0.5627865210329662, 0.17554267135219304, 0.912890650128375]",[0.56004592 0.9999     0.19592463 0.91442299],[0.59517858 0.54761905 0.99994048 0.45241666],[1.0000000e+00 1.0001000e-12 9.9999999e-25 9.9999999e-29],[0. 0. 0. 0.],130.43356839951988,268.86713679903977,279.2878175429921
135,"[1.4392705015903837, 0.4769564303774563, 0.15511620335817436, 0.03307126673504327]",[6.67047750e-01 8.04806632e-01 1.00000000e-04 1.00000000e-04],[0.11605075 0.54720168 0.4982961  0.73989336],[9.99999920e-01 8.02652404e-08 8.13984597e-23 1.83357336e-11],[0. 0. 0. 0.],126.49719987801194,260.9943997560239,271.4150804999762
136,"[4.241200721175199, 0.1293164811219131, 0.2594694093412398, 0.7760452950039584]",[1.54136681e+00 4.28553501e-02 1.00000000e-04 9.99900000e-01],[0.38359375 0.28663465 0.26417073 0.43310623],[0.50222263 0.19834183 0.12925257 0.17018297],[0. 0. 0. 0.],134.943768810887,277.887537621774,288.30821836572636
137,"[1.3363306078977242, 0.9629514267718785, 0.3384774590246813, 0.3576850936826597]",[1.24504345e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.00361431 0.00119869 0.00061563 0.00064909],[0.68067992 0.23603382 0.04164802 0.04163824],[0. 0. 0. 0.],112.11902974909334,232.2380594981867,242.65874024213906
138,"[1.2300379931585728, 0.5251399858164304, 0.4384023069131909, 0.9913894581921372]",[0.67265596 0.72365433 0.9999     0.9999    ],[0.47601098 0.52785031 0.43770982 0.71124633],[4.29154654e-03 2.59541637e-01 3.27716926e-04 7.35839099e-01],[0. 0. 0. 0.],127.03659404821204,262.0731880964241,272.4938688403764
139,"[4.218118983123236, 0.5321074894448727, 0.0003069397957198859, 0.9329645083826786]",[1.12410597 0.86125681 0.9999     0.98163758],[0.58536919 0.5467975  0.40613114 0.46174454],[1.36706041e-01 5.14112840e-05 8.63242548e-01 2.32962531e-29],[0. 0. 0. 0.],79.69803784553201,167.39607569106403,177.8167564350164
140,"[0.8744953087255521, 0.059651459942105155, 0.3807850415128559, 0.7773489419641341]",[1.35165918e+00 7.71807096e-02 1.00000000e-04 9.99900000e-01],[0.4819667  0.49347123 0.20510127 0.3568047 ],[0.46439628 0.52986753 0.00076321 0.00497299],[0. 0. 0. 0.],117.75680944568806,243.51361889137613,253.9342996353285
141,"[3.045605549512516, 0.12290976210409037, 0.16544937810387753, 0.008334978542811195]",[1.81650778e+00 1.00000000e-04 8.92409743e-01 1.00000000e-04],[0.00438836 0.00321758 0.00013599 0.00017599],[0.56277458 0.412346   0.01243971 0.01243971],[0. 0. 0. 0.],90.50826545074871,189.01653090149742,199.4372116454498
142,"[0.7224641201540756, 0.9694663907896289, 0.08957741125335683, 0.5285576422324074]",[1.22883714e+00 1.00000000e-04 4.13211659e-01 1.00000000e-04],[0.00224034 0.00220431 0.00053815 0.00076869],[0.44930721 0.46383112 0.04344826 0.04341342],[0. 0. 0. 0.],127.03126484027433,262.06252968054866,272.483210424501
143,"[2.567134778329155, 0.7665176939001355, 0.47123297745583964, 0.4654176681244554]",[0.57190762 0.9999     0.46572703 0.47008823],[0.59523809 0.54761905 0.40482142 0.45238095],[9.9999999e-01 1.0000000e-08 9.9990000e-29 9.9990000e-29],[0. 0. 0. 0.],130.01322746285462,268.02645492570923,278.4471356696616
144,"[4.202718068918813, 0.20275731111312154, 0.24756691127290792, 0.9956256062675634]",[1.19516830e+00 1.15397013e-01 1.00000000e-04 9.99900000e-01],[0.59832053 0.60146673 0.42470261 0.45611212],[0.49874275 0.23580736 0.18591626 0.07953363],[0. 0. 0. 0.],123.16963336562615,254.3392667312523,264.7599474752047
145,"[3.621083225328496, 0.7005731450823531, 0.847358093576019, 0.616446036915854]",[0.83423158 0.8888131  0.9999     0.78885676],[0.59515724 0.54718271 0.93382631 0.45281729],[4.91286024e-15 1.00000000e+00 2.85756931e-11 8.25150054e-21],[0. 0. 0. 0.],112.6509306104487,233.3018612208974,243.72254196484977
146,"[2.610771957118068, 0.6619127807847058, 0.5677576604823649, 0.08284068893597749]",[1.26758925e+00 2.02089971e-02 9.99900000e-01 1.00000000e-04],[0.37954961 0.41329342 0.11727887 0.07764028],[0.43897767 0.49054487 0.04792612 0.02255133],[0. 0. 0. 0.],118.47860629776218,244.95721259552437,255.37789333947674
147,"[0.2975509165264275, 0.12127391736538447, 0.13476648142450398, 0.5858159043000531]",[0.79772205 0.95907867 0.13524254 0.58595572],[0.59523651 0.21036368 0.4285839  0.79491639],[2.92376350e-06 9.40783948e-19 7.86315161e-12 9.99997076e-01],[0. 0. 0. 0.],115.85760983124553,239.71521966249105,250.13590040644343
148,"[4.148850345063258, 0.9468046008969428, 0.003769070888704783, 0.7518551862218914]",[0.74229926 0.99881259 0.00376907 0.75185519],[0.00070679 0.54761854 0.40546786 0.45238146],[1.67219669e-09 9.99999998e-01 2.79956205e-18 8.41169866e-30],[0. 0. 0. 0.],119.88091248339558,247.76182496679115,258.1825057107435
149,"[1.337388861370345, 0.8962871655510936, 0.20576303075722654, 0.7463145093929496]",[0.47473294 0.9999     0.20660788 0.74583952],[0.5952381  0.1905119  0.40482142 0.8094881 ],[1.0000000e+00 9.9990001e-25 9.9990001e-25 9.9990001e-13],[0. 0. 0. 0.],133.4642313380996,274.9284626761992,285.34914342015156
150,"[4.699432309314274, 0.5001003824345366, 0.17003251559064755, 0.10897487659735744]",[1.26925564e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.00270826 0.00257419 0.00046572 0.00064547],[0.46470787 0.46490785 0.02812215 0.04226214],[0. 0. 0. 0.],122.21102658110863,252.42205316221725,262.8427339061696
151,"[2.5321113697456457, 0.1202994553119814, 0.32847899317080853, 0.054646178887901485]",[8.11223063e-01 9.74384695e-02 9.99900000e-01 1.00000000e-04],[0.72313974 0.68904418 0.52706742 0.50774822],[0.00529311 0.0090375  0.61600003 0.36966935],[0. 0. 0. 0.],134.1102741851938,276.2205483703876,286.6412291143399
152,"[2.3489464819994117, 0.6145801980220987, 0.42818149290815866, 0.998728718483645]",[0.90380347 0.03752905 0.28822657 0.9999    ],[0.4308621  0.41517369 0.25698126 0.26413083],[0.43310344 0.4021292  0.07659944 0.08816793],[0. 0. 0. 0.],134.51773619127425,277.0354723825485,287.45615312650085
153,"[1.2931799418973322, 0.28797033865427346, 0.3859991289658618, 0.9563825910582123]",[0.71855874 0.63485109 0.9999     0.9999    ],[0.58847616 0.54356189 0.54365005 0.53595714],[1.74672658e-02 9.82527863e-01 3.56818358e-06 1.30291835e-06],[0. 0. 0. 0.],126.60002728983454,261.2000545796691,271.62073532362143
154,"[1.6062238007569734, 0.12885681656549183, 0.5807685449397593, 0.9228463061660102]",[1.22540687 0.08764293 0.00550901 0.9999    ],[0.61558344 0.55382537 0.24289703 0.404044  ],[0.33009521 0.55377684 0.0176426  0.09848535],[0. 0. 0. 0.],119.38170721133226,246.7634144226645,257.1840951666169
155,"[0.9725095855610311, 0.3265557934924181, 0.728997983572827, 0.6492966502803275]",[3.25738818e+00 1.88158236e-04 6.31290422e-01 8.88877533e-01],[0.00267776 0.00363148 0.00303129 0.00175967],[0.32745876 0.48224336 0.12125603 0.06904185],[0. 0. 0. 0.],135.65626182169765,279.3125236433953,289.73320438734766
156,"[3.5030474750725706, 0.28349914296991435, 0.06814179813080044, 0.4649110901628455]",[0.90235202 0.49039641 0.9999     0.9999    ],[0.29294612 0.45524518 0.70994129 0.46486252],[7.89972473e-02 6.10145465e-01 3.10857284e-01 3.87113279e-09],[0. 0. 0. 0.],115.40119526540515,238.8023905308103,249.22307127476267
157,"[1.513330039404477, 0.9939401392236026, 0.785414140825913, 0.6693756034460614]",[0.48137786 0.9999     0.78600648 0.66910143],[0.59517858 0.54761905 0.99994048 0.45241666],[1.0000000e+00 9.9999999e-29 9.9999999e-13 9.9999999e-29],[0. 0. 0. 0.],133.3149354860561,274.6298709721122,285.05055171606455
158,"[2.128330656969557, 0.1081971505669961, 0.7827631096939899, 0.01400099300310266]",[1.42042702e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.00326694 0.00271044 0.00036685 0.00052416],[0.520088   0.42665219 0.02663658 0.02662322],[0. 0. 0. 0.],114.1594375905013,236.3188751810026,246.73955592495497
