"ID","X","UniBinChoice","SGTBinChoice","SGTFreqVsValue","MGBinChoice","MGGain","MGLoss","MGValue","SGTReward","UniReward","Block","k","IUSScore","BaseCorona","Between","MGLA","MGLogLA","CoronaLA","CoronaLogLA"
1,0,"a","a","a","b",70,20,50,200,-22,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,1,"a","d","b","a",100,30,70,-100,-21,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,2,"b","c","b","a",30,45,-15,-200,19,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,3,"b","b","a","a",80,5,75,100,18,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,4,"a","d","b","a",10,30,-20,-100,54,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,5,"a","c","b","a",60,40,20,-200,79,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,6,"a","d","b","a",50,15,35,-100,82,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,7,"a","c","b","a",20,45,-25,-200,42,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,8,"a","c","b","a",40,20,20,-200,8,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,9,"a","c","b","a",50,50,0,1050,9,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,10,"a","c","b","a",100,5,95,-200,22,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,11,"a","d","b","a",90,5,85,-100,8,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,12,"a","d","b","a",40,50,-10,650,-14,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,13,"a","d","b","a",70,30,40,-100,20,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,14,"a","c","b","a",100,10,90,-200,47,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,15,"a","d","b","a",70,45,25,-100,-6,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,16,"a","c","b","a",20,40,-20,-200,11,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,17,"a","d","b","a",100,20,80,-100,38,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,18,"a","d","b","a",10,40,-30,-100,-2,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,19,"a","c","b","a",80,15,65,-200,27,1,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,20,"a","d","b","a",80,40,40,650,3,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,21,"a","c","b","a",30,20,10,1050,8,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,22,"a","d","b","a",30,10,20,-100,22,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,23,"a","d","b","a",40,10,30,-100,1,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,24,"a","d","b","a",20,50,-30,-100,43,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,25,"a","c","b","a",60,20,40,-200,-13,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,26,"a","c","b","a",90,15,75,-200,53,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,27,"a","d","b","a",60,25,35,-100,30,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,28,"a","c","b","a",40,30,10,-200,10,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,29,"a","c","b","a",90,45,45,-200,41,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,30,"a","c","b","a",90,25,65,1050,4,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,31,"a","d","b","a",100,40,60,650,24,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,32,"a","d","b","a",20,20,0,-100,37,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,33,"a","c","b","a",80,50,30,-200,15,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,34,"a","d","b","a",20,10,10,-100,17,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,35,"a","d","b","a",60,5,55,-100,25,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,36,"a","d","b","a",10,15,-5,-100,10,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,37,"a","a","a","a",100,50,50,200,28,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,38,"a","a","a","a",30,40,-10,200,19,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,39,"a","b","a","a",70,50,20,100,54,2,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,40,"a","c","b","a",70,5,65,-200,51,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,41,"a","d","b","a",70,40,30,650,10,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,42,"a","c","b","a",80,10,70,-200,41,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,43,"a","d","b","a",80,45,35,-100,12,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,44,"a","c","b","a",20,15,5,-200,2,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,45,"a","d","b","a",40,5,35,-100,26,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,46,"a","c","b","a",30,50,-20,1050,54,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,47,"a","c","b","a",20,25,-5,-200,-3,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,48,"a","d","b","a",70,15,55,-100,-19,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,49,"a","d","b","a",40,15,25,-100,42,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,50,"a","c","b","a",10,35,-25,-200,3,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,51,"a","c","b","a",100,35,65,-200,86,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,52,"a","d","b","a",50,20,30,650,47,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,53,"a","d","b","a",60,15,45,-100,104,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,54,"a","d","b","a",50,10,40,-100,66,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,55,"a","c","b","a",50,30,20,-200,7,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,56,"a","c","b","a",60,50,10,1050,50,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,57,"a","d","b","a",10,25,-15,-100,48,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,58,"a","c","b","a",60,45,15,-200,59,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,59,"a","c","b","a",70,35,35,-200,81,3,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,60,"a","d","b","a",40,35,5,-100,38,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,61,"a","c","b","a",40,45,-5,-200,28,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,62,"a","c","b","a",20,30,-10,-200,-11,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,63,"a","d","b","a",100,25,75,650,-2,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,64,"a","d","b","a",80,35,45,-100,61,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,65,"a","c","b","a",60,10,50,1050,31,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,66,"a","d","b","a",90,10,80,-100,-33,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,67,"a","c","b","a",10,5,5,-200,17,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,68,"a","c","b","a",50,25,25,-200,37,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,69,"a","c","b","a",30,5,25,-200,43,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,70,"a","d","b","a",50,45,5,-100,39,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,71,"a","d","b","a",60,35,25,-100,20,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,72,"a","c","b","a",80,30,50,-200,47,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,73,"a","c","b","a",10,10,0,1050,62,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,74,"a","d","b","a",90,35,55,650,-11,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,75,"a","c","b","a",20,35,-15,-200,35,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,76,"a","c","b","a",10,45,-35,-200,75,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,77,"a","c","b","a",40,40,0,-200,36,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,78,"a","d","b","a",30,35,-5,-100,4,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,79,"a","c","b","a",30,15,15,-200,13,4,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,80,"a","c","b","a",10,50,-40,1050,45,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,81,"a","c","b","a",100,15,85,-200,37,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,82,"a","c","b","a",30,30,0,-200,33,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,83,"a","c","b","a",20,5,15,-200,23,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,84,"a","d","b","a",50,5,45,-100,21,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,85,"a","c","b","a",90,30,60,-200,26,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,86,"a","c","b","a",30,25,5,1050,4,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,87,"a","c","b","a",80,25,55,-200,31,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,88,"a","d","b","a",90,50,40,-100,25,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,89,"a","c","b","a",10,20,-10,-200,24,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,90,"a","c","b","a",90,20,70,-200,0,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,91,"a","c","b","a",50,35,15,-200,33,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,92,"a","d","b","a",70,10,60,-100,-22,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,93,"a","d","b","a",90,40,50,650,0,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,94,"a","d","b","a",40,25,15,-100,46,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,95,"a","d","b","a",70,25,45,-100,31,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,96,"a","c","b","a",100,45,55,1050,46,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,97,"a","d","b","a",80,20,60,-100,28,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,98,"a","c","b","a",50,40,10,-200,18,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
1,99,"a","d","b","a",60,30,30,-100,20,5,432.069596282617,NA,0.69047619047619,0,NA,NA,NA,NA
2,106,"b","a","a","b",20,10,10,200,16,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,100,"a","d","b","a",90,40,50,-100,-22,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,113,"b","a","a","a",80,50,30,200,16,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,162,"b","b","a","a",40,35,5,-650,10,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,103,"b","b","a","a",40,10,30,100,12,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,144,"b","d","b","a",60,25,35,-100,10,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,188,"a","a","a","a",10,10,0,200,-2,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,196,"b","b","a","a",20,35,-15,100,9,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,184,"a","b","a","a",60,5,55,100,47,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,179,"a","a","a","a",60,40,20,200,8,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,136,"b","a","a","b",80,10,70,-1050,17,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,125,"b","a","a","a",30,45,-15,-1050,17,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,147,"b","b","a","a",100,15,85,100,17,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,154,"b","d","b","b",70,30,40,-100,17,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,114,"b","a","a","a",10,40,-30,200,18,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,140,"b","a","a","a",70,40,30,200,15,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,150,"b","a","a","a",20,25,-5,200,17,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,128,"b","a","a","a",50,10,40,200,11,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,122,"b","a","a","a",30,50,-20,200,10,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,115,"b","b","a","a",10,45,-35,100,22,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,145,"b","a","a","b",40,45,-5,200,13,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,111,"b","a","a","a",70,50,20,200,11,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,117,"b","b","a","b",60,20,40,-650,20,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,152,"b","a","a","b",90,45,45,200,19,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,177,"b","a","a","a",90,5,85,200,11,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,170,"b","b","a","a",70,35,35,100,18,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,183,"a","b","a","a",80,5,75,100,20,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,132,"b","a","a","a",40,50,-10,200,7,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,185,"a","c","b","a",70,25,45,-200,-6,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,168,"b","b","a","a",50,25,25,100,19,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,104,"a","a","a","a",60,45,15,200,-21,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,109,"b","d","b","a",50,35,15,-100,13,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,127,"b","a","a","a",30,25,5,200,17,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,158,"b","b","a","a",80,30,50,100,15,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,134,"b","a","a","a",30,35,-5,200,13,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,142,"b","c","b","b",60,30,30,-200,18,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,108,"b","c","b","a",100,30,70,-200,10,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,198,"a","a","a","a",50,40,10,200,30,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,112,"b","b","a","a",90,20,70,100,15,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,143,"b","b","a","a",20,5,15,100,12,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,151,"b","c","b","b",30,40,-10,-200,16,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,120,"b","d","b","a",40,15,25,-100,18,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,107,"b","a","a","b",20,45,-25,-1050,20,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,133,"b","a","a","b",80,20,60,200,14,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,105,"b","a","a","a",40,20,20,200,6,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,195,"a","b","a","a",30,30,0,100,-13,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,157,"b","a","a","a",30,10,20,-1050,12,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,102,"b","c","b","a",30,20,10,-200,18,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,174,"a","a","a","a",80,15,65,-1050,42,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,175,"a","c","b","a",80,35,45,-200,8,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,159,"b","c","b","b",100,50,50,-200,13,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,119,"b","a","a","b",100,10,90,-1050,21,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,189,"a","c","b","a",60,15,45,-200,27,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,129,"b","a","a","a",90,15,75,200,13,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,160,"b","d","b","b",40,25,15,650,18,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,186,"a","a","a","a",20,40,-20,-1050,11,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,156,"b","a","a","b",10,35,-25,200,18,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,148,"b","d","b","b",50,30,20,-100,20,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,192,"a","b","a","a",10,50,-40,-650,22,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,155,"b","b","a","a",10,20,-10,100,17,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,182,"b","c","b","a",70,10,60,1050,13,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,199,"b","a","a","a",100,25,75,200,7,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,171,"a","b","a","a",100,35,65,100,54,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,194,"a","b","a","a",100,5,95,100,43,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,190,"a","d","b","a",60,10,50,650,3,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,139,"b","a","a","b",20,30,-10,200,20,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,172,"a","b","a","a",70,20,50,-650,79,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,169,"b","b","a","a",10,15,-5,100,8,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,130,"b","a","a","a",40,40,0,-1050,8,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,178,"a","d","b","a",30,5,25,-100,22,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,121,"b","a","a","a",90,35,55,200,16,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,131,"b","a","a","b",20,20,0,200,7,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,166,"b","a","a","b",50,15,35,200,25,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,180,"a","a","a","a",80,25,55,200,-14,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,146,"b","a","a","b",10,5,5,-1050,13,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,163,"b","c","b","b",20,50,-30,-200,25,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,197,"a","a","a","a",90,10,80,200,53,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,149,"b","c","b","a",90,30,60,1050,9,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,123,"b","a","a","a",50,20,30,200,14,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,116,"b","a","a","a",70,45,25,200,19,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,173,"a","d","b","a",40,30,10,-100,82,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,138,"b","d","b","a",90,25,65,-100,16,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,165,"b","a","a","a",10,25,-15,200,20,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,126,"b","a","a","a",10,30,-20,200,10,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,101,"b","a","a","b",40,5,35,200,19,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,181,"b","a","a","a",20,15,5,200,26,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,161,"b","d","b","b",60,50,10,-100,12,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,110,"b","b","a","a",80,40,40,100,18,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,191,"a","b","a","a",70,15,55,100,8,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,153,"b","a","a","b",50,50,0,200,12,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,164,"b","a","a","b",50,5,45,200,16,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,176,"a","b","a","a",90,50,40,100,9,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,137,"b","d","b","b",100,40,60,650,14,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,193,"a","b","a","a",50,45,5,100,1,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,141,"b","a","a","b",100,20,80,200,14,3,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,135,"b","d","b","a",80,45,35,-100,14,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,167,"b","a","a","b",30,15,15,200,17,4,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,124,"b","a","a","a",100,45,55,200,18,2,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,118,"b","c","b","b",70,5,65,-200,25,1,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
2,187,"a","d","b","a",60,35,25,-100,38,5,429.410282282957,NA,0.619047619047619,1,NA,NA,1.04276276934804,0.0418736998583864
3,261,"b","a","a","b",30,45,-15,-1050,10,4,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,236,"b","a","a","b",20,25,-5,200,14,2,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,227,"b","b","a","b",50,15,35,100,11,2,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,262,"b","a","a","a",60,35,25,200,25,4,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,275,"b","b","a","b",40,35,5,100,11,4,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,252,"b","b","a","a",90,10,80,100,12,3,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,271,"b","b","a","b",50,30,20,100,26,4,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,290,"b","a","a","b",40,5,35,200,21,5,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,240,"b","b","a","b",70,40,30,-650,14,3,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,263,"b","a","a","a",10,50,-40,200,16,4,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,272,"b","b","a","a",70,25,45,100,13,4,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,208,"b","a","a","a",60,10,50,200,13,1,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,231,"b","a","a","b",10,10,0,200,7,2,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,293,"b","a","a","b",80,30,50,200,15,5,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,220,"b","a","a","b",100,50,50,200,16,2,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
3,254,"b","b","a","b",20,35,-15,100,17,3,15.8984466049403,NA,1,0,2.06095594366548,0.723169925486486,0.691600938436646,-0.368746168267262
