"","X.2","X.1","X","Subnum","Sex","Race","Ethnicity","Big5O","Big5C","Big5E","Big5A","Big5N","Bis11Score","CESD","ESIBF_Disinhibition","ESIBF_SubstanceUse","NPI","PSWQ","STAIS","STAIT","TPM_Boldness","TPM_Disinhibition","TPM_Meanness","Condition","ReactTime","Reward","BestOption","KeyResponse","SetSeen.","OptionRwdMean","Phase","subjID","trial","DeltaTVal","DeltaAVal","delta_bestValue","DecayTVal","DecayAVal","decay_bestValue","decayWinTVal","decayWinAVal","decayWin_bestValue","decayLossTVal","decayLossAVal","decayLoss_bestValue","PVLDecayITParam","PVLDecayDecayparam","PVLDecayShape","PVLDecayLossAversion","PVLDecay_bestValue","PVLDeltaITParam","PVLDeltaRecencyparam","PVLDeltaShape","PVLDeltaLossAversion","PVLDelta_bestValue","PVPEDecayITParam","PVPEDecayDecayParam","PVPEDecayShape","PVPEDecayWeightPosPE","PVPEDecay_bestValue","DeltaUncertaintyITParam","DeltaUncertaintyDecayParam","DeltaUncertaintyShape","DeltaUncertaintyWeightPosPE","DeltaUncertainty_bestValue","deltaBIC","decayWinBIC","decayLossBIC","decayBIC","PVLDecayBIC","PVLDeltaBIC","PVPEDecayBIC","DeltaUncertaintyBIC"
"16001",33251,33251,33251,134,"Female","White","Hispanic or Latino",31,28,17,29,31,59,32,27,9,10,64,58,51,22,28,24,"Gains",6408,0.5492720221084,0,2,"0",0.35,"Train",65,1,0.991600026546245,0.366332912720359,150.862300034506,0.136788919775739,0.0310430681466021,153.792973444034,0.1565819820282,0.0355447339904293,154.142289746366,0.0039060989207947,0.01,172.577055588589,0.118519364880834,0.0280999191107486,1,3.91421224091313,153.03005267634,1.0080972380865,0.362913109534487,1,0.855413752668525,150.851111156896,0.217515425983557,0.0191158418869579,0.35135560424887,0.709318402595669,152.716267096017,0.991599260553731,0.36633402522809,0.5,0,150.862300034537,312.759505861942,319.319485285661,356.189016970107,318.620852680997,328.12991693854,323.77203389965,327.502345777893,323.794411654934
"16251",33751,33751,33751,136,"Female","White","Not Hispanic or Latino",21,35,26,40,37,73,42,20,35,12,71,65,66,20,18,2,"Losses",5109,-0.534720847228672,1,1,"0",-0.35,"Train",66,1,0.178176264357385,0.532624932003094,172.264149808425,0.050897472577709,0.0690917705044484,172.362804258507,0.533928777219468,0.952210725621761,169.516309058649,1e-04,0.873307577623396,172.594116847545,0.75583984609285,0.99,0,0,170.17798186398,0.0512960613097623,0.524990511051345,1,5,172.125047313796,0.531838705074911,0.952388846677544,0,1,169.515764877935,0.00865574255642281,0.306617802240758,0.5,1000,167.020082504432,355.563205409779,350.067523910227,356.22313948802,355.760514309943,362.42577531382,366.319906213451,361.101341341729,356.109976594723
"16501",34501,34501,34501,139,"Male","White","Not Hispanic or Latino",37,38,29,34,23,64,11,13,30,25,50,33,34,37,12,16,"Gains",5932,0.687556258490515,1,1,"0",0.65,"Train",67,1,2.51353962898461,0.0471293868490751,97.7438261245239,0.189117343777785,0.0185577215362828,76.542691984075,0.188987635229597,0.0111250195574295,74.614116569575,1e-04,0.99,172.595315119287,0.582964272495733,0.113164709047362,0.000317768977414022,1.06347221760848,71.5750210758268,2.74040515090807,0.0385953047838044,1,0,90.6580520820854,0.493878702814278,0.01,0.0640423093573931,0.585024327545541,70.7651279144939,2.47786994750895,0.0400335991720978,5,0.032679104795981,95.1762562036057,206.522558041977,160.263138932079,356.225536031504,164.120289761079,165.219853737512,203.38591575003,163.600067414847,212.42232399307
"16751",35501,35501,35501,143,"Female","White","Hispanic or Latino",39,29,31,42,26,64,28,7,0,16,58,41,44,29,10,8,"Losses",4200,-0.4120557913969,1,1,"0",-0.35,"Train",68,1,0.309877679652307,0.644025928464648,170.874647320967,0.294308529064951,0.966361407369273,170.903387435492,0.157336800369903,0.0499202010534512,167.831144102929,0.327664248716634,0.99,170.554799389463,1.21050504257856,0.99,1,0.128239156631253,170.207731632263,0.2705722540145,0.758499385453912,0.645096012114046,1.14793879299308,170.85426626168,0.174873245635506,0.047556462991983,0,0.877301652780123,167.59875096875,0.308074094519651,0.630891498032713,0.5,0.562150564037038,170.859957909099,352.784200434863,346.697193998788,352.144504571856,352.841680663914,362.485274850384,363.77834410922,357.267313523359,363.789727404057
"17001",36001,36001,36001,145,"Female","White","Hispanic or Latino",30,27,25,30,38,76,24,19,13,18,74,49,54,19,18,17,"Losses",6231,-0.659697321228032,1,1,"0",-0.35,"Train",69,1,2.52582210013226,0.00276945795945346,169.740685912772,1e-04,0.99,172.59434446201,0.110204050924484,0.0163149121218892,157.626489045075,1e-04,0.99,172.593822782773,0.228483941911596,0.0117667980220663,0.06608067160173,0,163.320246762925,1.07394647781915,0.01,0.168958922097307,5,164.649601124468,0.109869705479757,0.0162218204791824,0,1,157.626428940168,0.843785176314843,0.0184837524130725,5,0.544267946993134,166.707743823196,350.516277618474,326.287883883079,356.222551358475,356.223594716948,348.710305111709,351.369013834795,337.322669466195,355.48529923225
"17251",36251,36251,36251,146,"Female","White","Not Hispanic or Latino",41,40,38,36,23,56,18,8,10,20,38,24,31,49,9,8,"Gains",5821,0.638263897250066,1,1,"0",0.65,"Train",70,1,1.09395654932649,0.324580436022373,147.697719247545,0.130037083669261,0.01,137.42773161794,0.119734765388354,0.01,140.0168500872,0.0187305767977567,0.0784145744212386,172.57131971253,0.0946105356980038,0.01,0,2.32222013147773,135.199422573513,0.803229168510225,0.101938040938062,0.195113581789057,5,141.049178942565,0.120586588110826,0.01,0.00642103268019455,1,140.016630840618,1.09395583018496,0.324580559863559,0.5,0,147.697719247564,306.430344288019,291.06860596733,356.17754521799,285.890369028809,292.468656732885,304.168169470989,302.103073267096,317.465250080986
"17501",36501,36501,36501,147,"Female","White","Not Hispanic or Latino",36,29,25,36,31,68,31,17,30,8,66,41,56,22,17,18,"Losses",4928,-0.65005732069171,0,4,"1",-0.75,"Train",71,1,0.285575545782416,1,171.098219409621,1e-04,0.99,172.594866135005,0.228232611796673,0.109863732362213,165.570357500806,1e-04,0.813047568806887,172.595242987711,1.1057036674007,0.55631552521,1,0,171.941411556027,0.602915966729292,0.99,1,0.356270281638161,171.070169142251,0.226423843978108,0.10895787931177,0,1,165.578921099796,0.0161981203197401,0.0230106937548682,0.5,958.934110602142,160.222422466408,353.231344612171,342.175620794542,356.225391768351,356.22463806294,365.952634697913,364.21014987036,353.227653785451,342.514656518675
"17751",36751,36751,36751,148,"Female","White","Not Hispanic or Latino",43,38,36,36,25,56,5,6,8,14,68,30,34,26,8,13,"Gains",6156,-0.114161701873226,1,3,"1",0.75,"Train",72,1,4.715035179174,0.000261692278708322,135.159725042926,0.0765274853319024,0.01,138.638496773143,0.0910358799149922,0.0136339400135276,136.520403032831,0.438699922267067,0.99,170.993592489792,0.0773514691415028,0.01,0.24790537740553,0,136.906579137664,1.12305161153582,0.01,0.364545384901477,5,134.249330851663,0.0939801248619536,0.0139070643454315,0,1,136.564479975506,1.81663859708907,0.01,0.5,0.639512741198037,136.153567192493,281.354355878782,284.075711858591,353.022090772513,288.311899339215,295.882969861187,290.568473289185,295.198771536871,294.376945970845
"18001",37251,37251,37251,150,"Female","White","Not Hispanic or Latino",45,33,31,34,35,59,38,14,4,25,59,53,57,32,13,7,"Losses",3309,0.362583790736338,1,3,"1",-0.25,"Train",73,1,0.623337387952714,0.148837720104645,170.68634465369,0.00789393580446515,0.01,172.14795846076,0.515419741775077,0.112417363014488,133.33071240548,1e-04,0.99,172.596814079229,0.322037914537945,0.01,0,0.0482493029287106,127.848837382089,0.585364803325265,0.189546367754562,0,4.47570308116642,159.266134167662,0.436152620420945,0.0596785505616727,0,0.868917337616958,131.636713211994,1.23039481581441,0.01,5,0.382873024706386,161.740836012694,352.407595100309,277.69633060389,356.228533951388,355.33082271445,277.767486350038,340.602079921183,285.343238009847,345.551483611247
"18251",37501,37501,37501,151,"Female","Black or African American","Not Hispanic or Latino",42,34,24,34,32,57,34,8,0,16,68,45,64,14,8,9,"Gains",6837,-0.377141981363526,0,2,"0",0.35,"Train",74,1,0.625460583751174,0.544039682776446,165.780401515499,0.243693866787331,0.124711855470263,167.009405540824,0.252895564425049,0.0737008919121267,163.356425778674,0.310098654670061,0.19260581523078,169.65764166376,0.246642338982576,0.127604479001493,1,1.10155161298908,167.008823266583,0.809678335919873,0.613749198995001,1,0,162.79563542028,0.481246689458539,0.0474825262788354,0,0.472243288726058,156.961590455326,0.728033843606681,0.01,5,0.226371766169336,169.115793721276,342.595708823928,337.747757350277,350.350189120449,345.053716874576,356.087458119025,347.661082426418,335.992992496511,360.30139902841
"18501",37751,37751,37751,152,"Female","White","Not Hispanic or Latino",31,32,28,43,36,62,36,13,0,9,72,60,52,21,14,1,"Losses",4613,-0.6015373547218,0,4,"1",-0.75,"Train",75,1,1e-04,1e-04,172.593648641109,0.312155991822418,0.425253547800233,171.084410751104,1e-04,0.984622587075764,172.594087619314,0.28855495223755,0.375330429234573,169.833813545764,0.0587790105899869,0.334780097028001,0,5,169.332670444099,1.37947744797905,0.186838735859834,1,0,171.11335754992,0.305101637231253,0.433229158341367,0,0,169.835769810247,1e-04,0.01,0.5,0,172.593702555661,356.222203075147,356.223081031557,350.702532884457,353.203727295138,360.735152474058,364.296526685698,361.741351206353,367.257216697181
"18751",38251,38251,38251,154,"Female","White","Hispanic or Latino",34,38,15,34,35,58,22,5,3,18,75,48,52,22,11,2,"Losses",3057,-0.993196867680035,0,2,"0",-0.65,"Train",76,1,0.733486564860591,0.0218494069143351,172.165070046833,0.010107753466096,0.01,172.256935483779,0.0412342668657817,0.99,172.582095750798,0.0936548468662523,0.126885678898579,171.890446378521,0.124066762510369,0.01,0,0.0970849242765537,170.180256496533,1.15160283660857,0.0955678104177328,0,0,169.870250787716,0.105034676063379,0.01,1,0.339595853939618,171.249836823156,0.733479355480005,0.0218502561729566,0.5,0,172.165070047066,355.365045886595,356.199097294526,354.815798549971,355.548776760487,362.430324578924,361.810313161291,364.56948523217,366.399951679991
"19001",38501,38501,38501,155,"Female","White","Not Hispanic or Latino",31,32,30,42,25,71,11,14,0,9,61,42,45,27,16,4,"Losses",6740,-0.177420097571899,1,3,"1",-0.25,"Train",77,1,0.980128941760439,0.80806814543945,151.407436033234,0.153220389591599,0.99,172.472962238197,0.160845953002798,0.0204109979931129,140.199264807585,1.07943954110265,0.507350187609832,157.313616851337,0.34051039539472,0.01,0.172632252109488,0.068920871184823,139.529995406952,2.69157888712849,0.01,0.129078573469964,0.518705177815594,139.243408809647,0.977177872071815,0.127036609326781,0.205864325844239,0.556522747935501,137.092992046035,0.980128591803845,0.80806794688047,5,0,151.407436033245,313.849777859398,291.4334354081,325.662139495604,355.980830269324,301.129802399763,300.556629205153,296.255795677929,324.884683652349
"19251",38751,38751,38751,156,"Female","Asian","Not Hispanic or Latino",35,43,21,41,32,52,26,4,0,12,72,52,65,16,8,1,"Gains",2317,0.00604033516610517,0,4,"1",0.25,"Train",78,1,0.677763690020937,1,142.951535537315,0.663568323850959,0.446204242174242,143.358523978729,0.813524414096583,0.416470570904821,141.748913206666,0.0532755166342475,0.0104861479699821,171.496325888387,0.693530024518398,0.500417424973271,0.0304362708891254,1.69005576881731,134.380866543341,0.26539569939105,0.890147882178798,0.0885093873389499,5,135.048656460452,0.8162699916049,0.416438247064303,0,1,141.749751442964,0.680455798969973,0.99,0.532313806548671,0,142.979594452839,296.937976867558,294.532732206261,354.027557569703,297.751953750388,290.831544672542,292.167124506763,305.569314471787,308.029000491538
"19501",39501,39501,39501,159,"Female","White","Not Hispanic or Latino",36,40,29,41,20,58,24,7,11,10,65,29,45,32,6,12,"Gains",6788,1.02049242187249,0,2,"0",0.35,"Train",79,1,1.10431856090698,1,103.602822324507,0.974874727555149,0.141104881560415,58.7057027047652,0.53949202431539,0.0456609409755258,72.901230058422,1e-04,0.99,172.59806245674,0.792729137600847,0.0911804233107059,1,2.74955669229268,56.5876713906655,0.567003356113444,0.99,0.61082635994949,5,91.8443961845363,0.685374371502892,0.0361577787938045,0.407972018460589,0.968476266859615,70.3259142156155,2.15462281967493,0.0403494388925904,0.5,2.45554372325818,74.9669203740255,218.240550441944,156.837365909773,356.23103070641,128.44631120246,135.24515436719,205.758603954931,162.72164001709,172.00365233391
"19751",40001,40001,40001,161,"Female","White","Not Hispanic or Latino",26,36,31,27,27,81,16,12,12,13,59,29,41,19,16,19,"Gains",8947,0.993316307170093,1,1,"0",0.65,"Train",80,1,1.38831101443451,0.219475080480756,137.854288989954,0.271648246711083,0.0980730078640981,158.697414498772,0.0957466254217892,0.0214839185708565,159.465125983318,0.7148767378118,0.749440717858829,164.944208316334,0.044505790585423,0.01,0,5,148.844132770054,1.38137599162026,0.184443214456891,1,1.5727327506424,137.738097117937,0.514933801128293,0.0137934582757923,0.555784885676617,0.476784807095337,134.614475901498,1.7699965073414,0.0614987845051345,0.5,0.725726227503197,137.843719311511,286.743483772838,329.965157759565,340.923322425597,328.429734790472,319.758077125967,297.546005821733,291.298763388854,297.757250208881
"20001",40251,40251,40251,162,"Female","More than one Race","Not Hispanic or Latino",30,30,30,39,23,68,32,17,19,18,56,35,45,31,15,3,"Gains",3876,0.228797283683723,0,2,"0",0.35,"Train",81,1,4.32810441943586,0.000624161241410352,158.475129903751,0.567592982327495,0.294878515995907,154.260049131318,0.110106951341645,0.01,153.690047239131,1e-04,0.99,172.595639163168,0.0926581832234237,0.01,0.109694565382938,0.520564273699531,152.585755982556,2.13332931631295,0.01,1,0,159.375004761659,0.110106906389738,0.01,0,1,153.690047239133,2.15054074483446,0.01,0.5,0.963385665754028,153.974513112038,327.985165600432,318.415000271192,356.226184119266,319.555004055566,327.24132355097,340.819821109178,329.449906064126,330.018837809934
"20251",40751,40751,40751,164,"Female","More than one Race","Hispanic or Latino",33,21,14,38,36,83,47,12,3,5,72,37,67,23,16,7,"Losses",13002,0.0495536452911784,1,1,"0",-0.35,"Train",82,1,1.09973788744861,0.101962299861337,160.372139044505,1e-04,0.600841674181884,172.593796630853,0.0974057358323952,0.01778843435515,159.458002197668,1e-04,0.578127291635084,172.593952959588,0.253031205882014,0.01,0.348212419505924,0.0836942470216948,159.51179708462,0.41159315104546,0.0965490258779817,1,5,159.728948225976,0.172016891744018,0.019149764863868,0,0.719768933426377,157.853484292515,1.09669532125972,0.0993337705883277,0.5,0.192286589550245,160.36083032144,331.77918388194,329.950910188266,356.222811712106,356.222499054635,341.093405755099,341.52770803781,337.776780170889,342.791472228739
"20501",41001,41001,41001,165,"Female","White","Not Hispanic or Latino",32,43,17,43,30,59,25,7,23,11,72,25,48,24,9,8,"Losses",3493,-0.631710931488867,0,2,"0",-0.65,"Train",83,1,3.37720178734708,0.00252548254270272,145.326073949483,0.492508115899363,0.99,170.756723742953,0.417074878377331,0.120796263345435,146.155984687682,0.359851034406821,0.99,171.45200979245,0.814134915443672,0.022762941560908,0.216994204798233,0.166999608434156,138.504223082228,3.8562778528692,0.01,1,0,144.03553301547,0.641604928319264,0.115057236334174,0,0.614307914080165,143.175015954743,2.31194618079595,0.01,4.99215176025224,0,145.830716495565,301.687053691895,303.346875168293,353.93892537783,352.548353278836,299.078257750316,310.140877616798,308.419843495344,313.73124457699
"20751",41251,41251,41251,166,"Female","White","Not Hispanic or Latino",45,43,32,41,23,50,4,2,0,14,59,25,27,34,2,3,"Gains",5179,1.313449452561,1,1,"0",0.65,"Train",84,1,1.49970612346903,0.77196183523995,80.6973360814185,1.76420137121597,0.456458571083059,86.3920625903249,1.3713497369537,0.322830462944558,115.405067554846,0.329534250738152,0.789775998393252,170.392420681409,0.576052008662592,0.100661462822156,0,4.32774174703436,59.3700256807061,1.16104558150988,0.588683222100706,0,2.02338262255021,52.3810511383127,0.715546906758523,0.0131302754239299,0.351516854371352,0.726780108952234,109.359890780408,1.51645302881718,0.727938324314195,0.5,0.224549194471958,80.251547932444,172.429577955766,241.845040902621,351.819747155747,183.819030973579,140.809862947271,126.831913862484,240.789593146674,182.572907450747
"21001",41501,41501,41501,167,"Male","White","Not Hispanic or Latino",30,39,18,43,20,51,16,12,26,9,49,53,38,29,13,4,"Losses",7721,-0.722022160361238,1,1,"0",-0.35,"Train",85,1,0.926432049516563,0.0887095916491454,159.494732109672,0.117406947910634,0.01,159.775641953032,0.291314768812929,0.136599700455773,162.437339076203,0.1273113111902,0.0102289059962769,160.457650397029,0.263325556306735,0.01,1,0.367341630960427,156.1473354431,0.309024850219863,0.0905960844538522,1,5,159.347384830705,0.28976143684942,0.01,1,0.0420442953026082,154.714441773612,0.926420359309189,0.0887119619212863,0.5,0,159.494732112681,330.024370012273,335.909583945335,331.950206586987,330.586189698994,334.36448247206,340.764581247268,331.498695133083,341.05927581122
"21251",42251,42251,42251,170,"Female","White","Hispanic or Latino",37,28,29,33,31,71,22,9,10,10,48,28,52,26,11,8,"Gains",3197,0.43400968356679,1,1,"0",0.65,"Train",86,1,3.58278362409221,0.00243683867257296,137.383421174732,0.090507471576192,0.01,141.169416217141,0.0924321263683981,0.01,140.866708260455,0.693294768631504,0.689905399760313,156.588902120423,0.0669910903750147,0.01,0.162250823167019,5,138.548172429894,2.52027578441998,0.01,1,0,138.691096793851,0.132522331119568,0.01,0,0.716210121121793,139.512118910863,2.46618242129029,0.01,0.5,0,138.856817223482,285.801748142393,292.768322313838,324.212710033776,293.373738227211,299.166156445647,299.45200517356,301.094049407584,299.783446032822
"21501",43001,43001,43001,173,"Female","More than one Race","Hispanic or Latino",21,36,20,41,33,66,37,10,9,9,77,43,57,14,7,4,"Losses",7525,-0.0423241045294133,1,1,"0",-0.35,"Train",87,1,4.96549718593777,1e-04,169.205461409521,0.0236136466906689,0.01,171.090423771318,1e-04,0.99,172.593873615695,0.409955758726411,0.504630667339337,169.040208061054,0.103728847933523,0.38328082731037,0,5,167.305821194549,0.500676667352988,0.01,0.302747322393664,5,169.815204965865,0.406426326633052,0.504476226568268,0,0,169.039155376231,1.08270371130693,0.01,0.5,0,170.504046663088,349.445828611972,356.22265302432,349.115321915038,353.215753335565,356.681453974956,361.700221517589,360.148122338322,363.077904912035
"21751",43251,43251,43251,174,"Female","More than one Race","Not Hispanic or Latino",39,32,34,31,27,71,16,13,6,16,63,44,49,23,14,5,"Gains",7181,0.637932327949924,1,1,"0",0.65,"Train",88,1,2.68453610341205,0.00250794638832786,168.138689956152,0.0534727280512266,0.01,165.820452947648,0.0512880766373225,0.01,165.670912471244,0.160269232268737,0.903477144328588,172.189469171766,0.0478856675937131,0.01,1,3.93283996117188,165.683360886443,1.37592494734769,0.01,1,5,168.125257865867,0.0600275739931002,0.01,0,0.849461847652527,165.549148514342,1.61993588317723,0.01,5,0.0599422137556923,167.970070052629,347.312285705232,342.376730735418,355.413844136462,342.675811688226,353.436533358744,358.320327317592,353.168108614543,358.009951691118
"22001",43501,43501,43501,175,"Female","White","Hispanic or Latino",42,34,22,29,30,56,36,6,3,21,74,50,54,25,7,7,"Losses",5990,-0.821889358025369,0,2,"0",-0.65,"Train",89,1,1.61672050028767,0.0484585625879895,167.122347818007,1e-04,0.99,172.595372046735,0.211556375830188,0.0458295580221322,151.955229490311,1e-04,0.99,172.59464621973,1e-04,0.99,1,0,172.593716785742,1.46753237189951,0.042819294386901,0.0728117615161051,5,157.966378743799,0.338191061381988,0.0365500197314828,0.954972534564945,1,143.253116898918,0.717161722516156,0.407575064173103,5,0.721380630361097,130.573456396402,345.279601428944,314.945364773551,356.22419823239,356.2256498864,367.257245157343,338.002569073456,308.576045383695,283.216724378664
"22251",43751,43751,43751,176,"Female","More than one Race","Not Hispanic or Latino",27,28,21,31,30,57,31,11,12,6,68,49,53,27,12,6,"Losses",5565,-0.0871292596850531,1,1,"0",-0.35,"Train",90,1,1.27342488424149,0.304290904810782,135.358930686166,1e-04,0.888647752256317,172.594985169032,0.149526614575541,0.0104424638720275,118.726980723644,1e-04,0.8932539968222,172.596543979554,0.410225623233045,0.01,0.488984193324706,0,113.831152577903,3.81239866162844,0.01,0.853579643080386,0,113.815419083426,0.194677500555344,0.01,0.27903475956484,1,118.594825321274,0.0237054829624314,0.0331205737665958,0.5,1000,126.307431122138,281.752767165262,248.488867240218,356.227993752038,356.224876130993,249.732116741664,249.700649752711,259.259462228407,274.684673830135
"22501",44001,44001,44001,177,"Female","White","Hispanic or Latino",40,28,30,32,34,88,49,22,0,17,78,49,64,20,20,9,"Losses",6417,-0.565586122732588,1,1,"0",-0.35,"Train",91,1,0.102030963044621,1,172.319612602471,1.07730253719118,0.915720373731176,156.873017041417,1e-04,0.547425460969261,172.594293536928,1.1232581062776,0.928881243858735,153.239334860153,0.32560964932127,0.99,0.597605998137513,5,154.778207691754,0.0496141303292493,0.99,1,5,171.83799736622,1.12347438460901,0.928891599419711,0,0,153.239378239776,0.101693266187814,0.99,0.5,0,172.325306060619,355.674130997872,356.223492866785,317.513575513235,324.780939875763,331.626226969367,365.7458063183,328.54856806541,366.720423707097
"22751",44751,44751,44751,180,"Male","White","Not Hispanic or Latino",17,31,16,32,18,57,22,4,1,18,36,37,40,31,8,17,"Gains",6925,0.102329725122331,1,1,"0",0.65,"Train",92,1,0.223938740692123,0.640856319878004,172.010516717138,0.0123045808061152,0.01,172.292865327053,0.0125675784604155,0.0111220215013443,172.376553281909,0.284427210052256,0.344035874200441,170.615848422494,0.103250992910617,0.397091635882414,0.084719227148541,5,171.401534950288,0.292223268207672,0.60730076248705,1,0,171.870896621305,0.423294104820547,0.344163165268047,0,0.300674632270816,170.221015610148,0.223937966284345,0.640857293016147,0.5,0,172.010516717143,355.055939227205,355.788012356748,352.266602637917,355.620636447036,364.872881486434,365.811604828469,362.511842806154,366.090845020145
"23001",45501,45501,45501,183,"Male","Asian","Not Hispanic or Latino",19,39,18,29,23,41,12,3,3,9,67,41,54,19,4,17,"Losses",9782,-0.933083214827468,1,1,"0",-0.35,"Train",93,1,1.98803365893351,0.852401253450855,36.4025899471388,1e-04,0.99,172.596292125781,0.167822628504171,0.01,59.2531263572018,1e-04,0.99,172.595806528033,1.39103775487399,0.01,0.893555998748698,0.0707837400229762,59.4488115652207,0.902378869334846,0.80476640159099,1,5,34.4071781389842,0.176138362388112,0.010369487879628,0,0.995829783704394,58.8433141431837,1.98803398774007,0.852400301414254,0.5,0,36.4025899472232,83.8400856872071,129.541158507333,356.226518848996,356.22749004449,140.9674347163,90.8841678638271,139.756439872226,94.8749914803052
"23251",45751,45751,45751,184,"Male","Asian","Not Hispanic or Latino",31,30,19,36,28,64,22,12,2,16,54,42,51,23,14,15,"Losses",7971,-0.660360461681712,0,2,"0",-0.65,"Train",94,1,4.98751479885807,1e-04,170.993914916331,0.0882606391174431,0.99,172.529863241098,0.185327173632455,0.0613791989354641,162.449216820058,1e-04,0.99,172.594344712912,0.933793460192843,0.0910861562955174,0,0,150.560732132946,1.93740190080893,0.751995491370934,1,0,167.443353666011,0.436646956394018,0.0521041644895815,0.768496516686224,1,150.462821664848,0.00286573034859584,0.208310737179601,4.99863219283959,319.823375522885,154.01083413552,353.022735625591,335.933339433046,356.223595218754,356.094632275126,323.191275851751,356.95651891788,322.995454915556,330.091479856898
"23501",47001,47001,47001,189,"Female","White","Not Hispanic or Latino",33,39,39,38,28,49,10,5,0,20,66,31,35,30,7,7,"Gains",1933,0.334949855943777,0,4,"1",0.25,"Train",95,1,2.88274555107062,0.0185321226574962,59.7675950710384,0.285366229666253,0.0360221665617485,72.6608213874132,0.411532998637208,0.0410863651185765,68.4019905989247,1e-04,0.99,172.59536613766,0.174508646227175,0.0166960991042455,0.106785363162482,5,64.9903565139871,4.12177137990474,0.01,0.251135523730943,0,55.1592336055168,0.621168753776709,0.01,0.25345049062483,0.437107405475146,61.0623327258727,2.88262350565701,0.0185345625222367,0.5,0,59.7675961674967,130.570095935006,147.838886990779,356.22563806825,156.356548567756,152.050524613833,132.388278796892,144.194477037604,141.605003920852
"23751",47251,47251,47251,190,"Female","Asian","Not Hispanic or Latino",37,26,10,22,36,62,41,16,4,4,63,54,69,2,15,14,"Losses",6748,-0.870790472170261,1,1,"0",-0.35,"Train",96,1,1e-04,1e-04,172.593649215146,1e-04,0.99,172.594715029036,1e-04,0.99,172.593657884101,1e-04,0.99,172.59469507131,0.38904570247612,0.760633539958392,0.272649733760769,0,172.397657443657,1e-04,0.01,1,0,172.593669333783,1e-04,0.99,0.0433026161991779,1,172.593656968374,0.00153209681527053,0.0153943882630317,0.5,914.792627578007,172.463625140936,356.222204223221,356.222221561131,356.224295935549,356.224335851001,366.865126473173,367.257150253425,367.257125522607,366.997061867731
"24001",48001,48001,48001,193,"Female","Prefer not to answer","Hispanic or Latino",36,29,20,31,37,68,29,12,2,11,75,53,60,24,17,21,"Gains",7471,1.05919113334522,1,1,"0",0.65,"Train",97,1,1.30555046144659,0.715175726576933,128.01388208474,1.0548722613412,0.188075636849876,70.8477550920075,1.18625838735031,0.184215011760329,69.8947709730801,1e-04,0.99,172.5959900865,1.0377504634332,0.192203822170587,0.576390866008397,1.06480871965572,69.5118065519546,1.57800079369349,0.675320034572648,0.412419369239652,0,116.364182826133,1.53002735790857,0.181574329590255,0.136784922353581,0.888993464207207,68.1334725532916,1.65006273876624,0.521629177602868,0.635838738314428,2.54486477699498,64.5024281939217,267.06266996241,150.82444773909,356.226885965929,152.730415976944,161.093424689768,254.798177238124,158.336756692442,151.074667973702
"24251",48251,48251,48251,194,"Female","White","Not Hispanic or Latino",24,29,31,36,21,69,9,9,0,5,31,34,33,30,12,15,"Gains",4689,0.286569513736699,0,2,"0",0.35,"Train",98,1,1.98312382623395,0.0440050063349954,100.217908688462,0.0966402113964262,0.01,124.506086635298,0.171111020385792,0.0242327963708157,126.326218830739,1e-04,0.99,172.59653218776,0.523499079395484,0.157514803293012,0.123557957139071,1.80608735491836,118.238734075406,1.6743728166795,0.0517227343390876,0.522496647784931,5,96.4456100966858,0.524929326113769,0.01,0.479223036730038,0.410606453512862,106.893857443009,1.98299035385423,0.0440222267071306,4.84362530197045,0,100.217909913021,211.470723169854,263.687343454407,356.227970168449,260.047079063526,258.547279736671,214.96103177923,235.857526471877,222.505631411901
"24501",49001,49001,49001,197,"Male","White","Not Hispanic or Latino",47,44,34,45,9,54,2,2,20,22,18,21,20,54,3,6,"Gains",3045,0.783875496642852,0,4,"1",0.25,"Train",99,1,0.539666445507014,1,161.327176211758,0.191192697367075,0.107332182388962,163.781026626239,0.129403171449395,0.0604474723388683,164.470618949889,0.34432637425951,0.858136691575133,170.486356975407,0.177179807469473,0.136105883143537,0,2.38170098975439,161.824741135453,0.572164846510194,0.989888210091563,1,0.543766147645658,161.217297068557,0.118251253664368,0.01,0.849669207506646,0.845880143279834,162.365696221857,0.565325671267996,0.719001789651708,0.5,4.72274398469151,158.85580789544,333.689258216446,339.976143692708,352.007619743744,338.596959045408,345.719293856765,344.504405722972,346.801204029572,339.781427376739
"24751",49501,49501,49501,199,"Female","White","Not Hispanic or Latino",33,37,39,39,30,68,15,12,12,20,63,22,37,39,15,3,"Gains",2042,0.0466796455098008,0,2,"0",0.35,"Train",100,1,1.44058957729989,0.0786261750620832,127.213867347454,0.0938814669961653,0.01,137.105737290253,0.144604591286676,0.0163091322335927,134.90847862362,1e-04,0.967700529029719,172.59408618847,0.0829542602221895,0.01,0.26978925140789,2.72427180297594,136.51883541173,1.64492136215335,0.0766730636288872,0.514216666631275,0,125.444429793038,0.202528156056101,0.0163224150150447,0.0472228595927195,0.817853751189034,134.296058567071,0.72514357620493,0.99,0.5,4.68055704833217,139.716354513592,265.462640487836,280.851863040169,356.223078169869,285.246380373434,295.107482409318,272.958671171935,290.661928720001,301.502520613042
