"","X.2","X.1","X","Subnum","Sex","Race","Ethnicity","Big5O","Big5C","Big5E","Big5A","Big5N","Bis11Score","CESD","ESIBF_Disinhibition","ESIBF_SubstanceUse","NPI","PSWQ","STAIS","STAIT","TPM_Boldness","TPM_Disinhibition","TPM_Meanness","Condition","ReactTime","Reward","BestOption","KeyResponse","SetSeen.","OptionRwdMean","Phase","subjID","trial","DeltaTVal","DeltaAVal","delta_bestValue","DecayTVal","DecayAVal","decay_bestValue","decayWinTVal","decayWinAVal","decayWin_bestValue","decayLossTVal","decayLossAVal","decayLoss_bestValue","PVLDecayITParam","PVLDecayDecayparam","PVLDecayShape","PVLDecayLossAversion","PVLDecay_bestValue","PVLDeltaITParam","PVLDeltaRecencyparam","PVLDeltaShape","PVLDeltaLossAversion","PVLDelta_bestValue","PVPEDecayITParam","PVPEDecayDecayParam","PVPEDecayShape","PVPEDecayWeightPosPE","PVPEDecay_bestValue","DeltaUncertaintyITParam","DeltaUncertaintyDecayParam","DeltaUncertaintyShape","DeltaUncertaintyWeightPosPE","DeltaUncertainty_bestValue","deltaBIC","decayWinBIC","decayLossBIC","decayBIC","PVLDecayBIC","PVLDeltaBIC","PVPEDecayBIC","DeltaUncertaintyBIC"
"1",1,1,1,1,"Male","Black or African American","Not Hispanic or Latino",24,23,29,28,28,75,24,29,10,10,60,45,49,23,31,17,"Losses",4500,0.267186682303097,1,3,"1",-0.25,"Train",1,1,0.134705385052749,1,172.179043205557,1e-04,0.99,172.594318551406,0.576182468265785,0.253959549956997,153.045635770889,1e-04,0.930993545723631,172.594980752722,0.914756474159447,0.123342461559704,1,0,162.044123693605,0.795465141827211,0.99,1,0,166.453843857716,0.825053767291881,0.266275626052932,0.420900532334867,1,152.32166956179,0.00419403283721283,0.0569180410608252,4.89664609410038,292.382106416718,138.189645993369,355.392992204044,317.126177334708,356.224867298374,356.223542895742,346.158058973068,354.977499301291,326.713150709438,298.449103572597
"251",751,751,751,4,"Female","White","Hispanic or Latino",26,29,24,43,32,62,17,9,12,7,61,52,42,26,8,12,"Gains",2636,0.70267771852711,0,4,"1",0.25,"Train",2,1,1.76401601107014,0.11853862426395,116.396469645192,0.107113485655927,0.0147020446101793,135.283976003612,0.171512942810479,0.0184894900204032,125.657539405712,0.161267902332832,0.578960951720845,172.361038703785,0.072578116438667,0.01,0,5,124.489851593197,2.09998179171089,0.137695969620074,0.387190871014992,0,113.5247349999,0.917811732640163,0.0700269062002967,0.0233866662819258,0.539468622464129,114.822353666132,1.71779560186222,0.0856497691566548,0.5,0.881855989660919,115.570216336418,243.827845083313,262.349984604352,355.756983200498,281.602857800153,271.049514772253,249.119281585658,251.714518918122,253.210244258695
"501",1001,1001,1001,5,"Female","White","Not Hispanic or Latino",20,20,20,32,32,82,33,16,1,1,73,55,63,9,16,5,"Losses",6539,-0.86207972241475,1,1,"0",-0.35,"Train",3,1,0.731545972635181,0.384204877772652,163.371589539833,0.133216731857205,0.071733375254269,171.577400052725,0.419439741435854,0.276484370042699,165.685308125726,0.0579167256623857,0.0398166112737446,171.895422471147,0.385000275527578,0.0884556965948848,0.0173726083217547,0,166.498354905261,0.237540556536686,0.397875052618084,0.682870399310066,5,162.901168092919,0.428243254104081,0.276456862421387,0,0.974605413062848,165.678250913431,0.731545590045029,0.384205603773035,5,0,163.371589539845,337.778084872595,342.405522044381,354.825750735224,354.189705898379,355.066521396381,347.872147771697,353.42631341272,348.812990665549
"751",1751,1751,1751,8,"Male","White","Not Hispanic or Latino",36,33,27,31,28,74,42,17,0,23,67,51,51,30,28,28,"Losses",5653,-0.145354807470708,1,1,"0",-0.35,"Train",4,1,1.48093024335452,0.364167599811166,120.022583910495,1e-04,0.99,172.594878230921,0.239237279205958,0.0281062556927865,120.979684365814,1e-04,0.99,172.595530287432,0.502678793593844,0.0393695329842681,0,0,133.285656283226,0.589904267404829,0.353356644192016,1,5,117.440074304308,0.537817126676354,0.0262387443600092,0,0.680927611539363,106.911800397595,1.3448479312214,0.227390504127137,0.5,2.33649290127402,114.475432261567,251.080073613919,252.994274524557,356.225966367793,356.224662254772,288.64112415231,256.949960194476,235.893412381049,251.020676108992
"1001",3001,3001,3001,13,"Female","Asian","Not Hispanic or Latino",41,30,35,34,23,70,15,33,6,18,61,44,47,36,29,11,"Gains",1431,1.1566399860835,1,1,"0",0.65,"Train",5,1,1e-04,1e-04,172.593653172034,0.359255359330854,0.13121293727521,161.250762475951,0.550972136177322,0.240627702002198,159.909076190482,0.0248059479812673,0.963432324111871,172.578301167204,0.286815346497451,0.0909092289148872,0.00828980583781309,1.30899173600429,153.729552751995,0.373136955180414,0.99,0,0.0377246822170859,168.991737794517,0.55718402358505,0.240781476499342,0,0.979461436839834,159.905523083556,0.38246099013596,0.153595730013712,0.5,28.1056227792992,160.00742260515,356.222212136998,330.853058173894,356.191508127338,333.536430744831,329.528917089849,360.053287174892,341.880857752971,342.084656796159
"1251",3251,3251,3251,14,"Female","White","Not Hispanic or Latino",37,35,28,37,17,62,6,4,2,23,35,29,26,41,6,7,"Gains",3646,0.771607212549818,0,4,"1",0.25,"Train",6,1,1e-04,1e-04,172.593653536968,0.00481801122471725,0.01,172.579874202553,0.0926899283621581,0.0362357857986238,171.159151947255,0.766206847285975,0.790963764527564,165.35772459057,0.0588440387874401,0.01,0,0,164.671182661574,1e-04,0.01,0,0,172.593840182726,0.758355574210986,0.790469848378677,0,0,165.365253689126,0.0024967368093755,0.0230237935852416,4.98590104659495,308.052026558484,166.923527713514,356.222212866865,353.353209687439,341.75035497407,356.194654198035,351.412176909008,367.257491951312,352.800318964111,355.916867012887
"1501",4251,4251,4251,18,"Female","White","Not Hispanic or Latino",30,22,36,25,29,92,33,26,14,21,73,61,55,27,24,18,"Gains",3951,1.11363843672814,0,4,"1",0.25,"Train",7,1,1e-04,1e-04,172.593657756568,0.179576197933745,0.01,146.766608085257,0.341996827524366,0.0340138449979535,148.612955363267,1e-04,0.99,172.595053028204,0.147111740421605,0.01,0,0.42762299048319,129.101510192398,0.221239322603675,0.0988653658650874,0,0.00227954130122926,172.489477190551,0.359507148023898,0.0339516306666933,0,1,148.689808946867,0.0168275930277427,0.240934807177331,0.5,1000,141.579975969524,356.222221306065,308.260816519464,356.225011849337,304.568121963444,280.272831970655,367.048765966961,319.449429479593,305.229763524906
"1751",4501,4501,4501,19,"Male","White","Not Hispanic or Latino",44,39,33,38,15,53,11,6,7,15,49,20,23,35,10,9,"Losses",4380,-0.83315351174143,0,4,"1",-0.75,"Train",8,1,5,1e-04,170.943422887657,0.587246424579419,0.99,168.976491757017,0.10533188905857,0.0411815683075145,170.381711552409,0.445832444335035,0.845495023428322,170.33247151229,0.438646656257034,0.01,1,0,166.822731941489,3.49815914679487,0.01,1,0,166.543030627066,0.458889058493394,0.99,0,0,170.355523585634,0.0426342408965937,0.0224601878426412,5,11.4732895200647,170.20706048867,352.921751568242,351.798328897748,351.69984881751,348.987889306964,355.715275468837,355.15587283999,362.780858757127,362.4839325632
"2001",4751,4751,4751,20,"Male","White","Not Hispanic or Latino",38,33,33,39,21,64,7,6,3,12,50,35,29,32,7,8,"Gains",10560,0.732112255233508,0,2,"0",0.35,"Train",9,1,1.62863817047399,0.259930255237615,114.68566293455,0.117001354612219,0.01,113.283817867098,0.131342598240779,0.01,118.464691344164,1e-04,0.99,172.594505005775,0.102133911385426,0.01,0,0,106.753252358833,1.49129724028805,0.195728888549082,1,4.84311285957933,110.726967491381,0.248188083138998,0.01,0.390685647440455,1,116.441137997173,0.203912822265347,0.022088150775713,5,8.47109640634095,111.959680400122,240.406231662028,247.964288481257,356.223915804479,237.602541527125,235.576316303525,243.52374656862,254.952087580205,245.989172386102
"2251",5001,5001,5001,21,"Male","More than one Race","Not Hispanic or Latino",34,33,25,32,18,67,11,10,12,11,43,24,32,34,12,14,"Losses",5349,-0.63751384983178,0,2,"0",-0.65,"Train",10,1,3.39802594831139,0.00264393613039447,138.124701844634,0.85362647636232,0.99,151.279158308203,0.101697711072959,0.01,144.6199435795,0.821081076125467,0.99,153.250435153107,0.250700489171883,0.01,0,0,142.71478356559,1.19737013080566,0.01,1,5,138.634889377043,0.186931588650283,0.01,0,0.588753718564148,139.43809476179,2.32883335416992,0.01,0.5,0,140.016593082176,287.284309482198,300.274792951929,317.535776099143,313.593222409335,307.499378717039,299.339590339944,300.946001109438,302.10299775021
"2501",5251,5251,5251,22,"Female","Asian","Not Hispanic or Latino",34,34,24,28,28,51,20,11,0,24,70,32,51,38,14,21,"Losses",6273,0.472108848753427,0,2,"0",-0.65,"Train",11,1,0.0894235578645189,0.918650829692387,172.508696718153,0.286305199198716,0.99,171.303874483328,0.0751392155719572,0.303190726251421,172.521251436964,0.131493792956772,0.302959169288276,172.169608077255,1.81899156520443,0.742639069935562,1,0.0466843279187351,169.227085303873,1.22371178646932,0.789168913412025,0.531669103696549,0,169.516333423251,0.382113113765821,0.795008073809151,1,0,171.887981282503,0.089423246655231,0.9186506306003,0.5,0,172.508696718156,356.052299229236,356.077408666858,355.37412194744,353.642654759586,360.523982193604,361.102478432361,365.845774150865,367.08720502217
"2751",5751,5751,5751,24,"Male","White","Not Hispanic or Latino",29,33,26,40,20,62,13,12,47,12,48,28,34,35,12,15,"Losses",7855,-0.733508129020085,0,2,"0",-0.65,"Train",12,1,4.75153630197303,1e-04,171.883781993328,1e-04,0.398160913743873,172.594226876932,0.480569501231057,0.978020436014591,170.273632224795,1e-04,0.216829678179429,172.593965620316,2.76863592160605,0.99,1,0,168.703025186902,1.68115420102506,0.01,0,0,171.609909107312,0.46860484026941,0.977449271452431,0,1,170.275094511645,0.828128646389525,0.01,5,0.166006824425353,171.748807043178,354.802469779586,351.58217024252,356.222837033562,356.223359546794,359.475861959663,365.289629800484,362.620000609148,365.567425672215
"3001",6251,6251,6251,26,"Female","White","Not Hispanic or Latino",24,30,33,35,31,68,21,12,10,10,75,60,51,21,11,5,"Losses",11188,-1.06219956212029,0,2,"0",-0.65,"Train",13,1,1e-04,1e-04,172.593650381707,0.302780665244484,0.338969315163909,170.719426873451,0.201820598129492,0.697652152032221,172.192204901608,0.424458151660339,0.310516865131783,167.612579523601,0.0720641027412809,0.299336152361286,0.716452483565105,5,170.120035711595,0.0927703518031586,0.405474113284823,0,0,172.533235359527,0.508611859973492,0.310509447298509,0,0.157826171505489,167.389663594815,1e-04,0.99,0.5,0,172.593790601194,356.222206556343,355.419315596144,346.260064840132,352.473759539832,362.309883009049,367.136282304914,356.849138775488,367.257392788247
"3251",6501,6501,6501,27,"Female","White","Hispanic or Latino",38,37,34,34,27,51,13,5,4,16,68,41,43,30,7,12,"Gains",4397,0.423299443563468,1,3,"1",0.75,"Train",14,1,2.5132508846457,0.195620616672834,26.0531755664522,0.671833980548414,0.0675198737103282,44.1288367755915,0.445727828156389,0.0343162367216225,44.8566947053787,1e-04,0.99,172.595205548605,0.677440912626021,0.0689632852000333,1,0,43.8809002031625,4.01425229534302,0.0442076549841039,0.25330237809883,0,23.8162756445261,0.953472252540114,0.01,0.131475384651963,0.41393988566038,38.0471117648843,2.51323796335996,0.195625344253603,5,0,26.0531755688777,63.1412569258338,100.748295203687,356.225316890139,99.2925793441125,109.831611992184,69.702362874911,98.1640351156274,74.1761627236143
"3501",7501,7501,7501,31,"Female","White","Not Hispanic or Latino",36,29,29,40,18,78,15,17,9,20,59,28,39,36,19,3,"Losses",4516,-0.144811041967002,1,1,"0",-0.35,"Train",15,1,0.928295314657246,0.086979417313375,165.445972398871,0.582283005333037,0.619012659324785,168.635424308546,0.0551727109299879,0.0143684093281385,164.021965521826,0.485443646356619,0.692610312448842,167.214735854629,0.417478449622807,0.01,0.827359956894302,0,161.309659025368,3.25282591040053,0.01,0.660643911536511,0,160.938512236726,0.100306982934477,0.0122514317879601,0.547177024882776,0.879050616779348,163.591473164843,0.86535891227768,0.0639415051180931,0.5,3.02790779934919,163.8905465238,341.926850590672,339.078836836581,345.464377502187,348.305754410022,344.689129636595,343.946836059312,349.252757915545,349.85090463346
"3751",7751,7751,7751,32,"Female","White","Not Hispanic or Latino",37,41,27,37,32,59,16,9,4,11,78,41,58,20,11,3,"Gains",3259,-0.212013955043918,0,2,"0",0.35,"Train",16,1,1.32909146044307,0.146574054187068,102.569301875531,0.264339823639522,0.0392437415920611,107.214471416215,0.209944351545585,0.0305280343756696,110.551353205475,1e-04,0.99,172.595643844254,0.247766043878489,0.0390580872428521,0,2.00765143771852,96.5562698293113,0.614221686909971,0.203655691195991,0.164428276339689,5,87.5535790660985,0.21027031034415,0.0305547455342083,0,1,110.55110749844,0.0261318428401874,0.01,2.03150131507529,128.2292799951,93.8736328390032,216.173509543992,232.137612203879,356.226193481438,225.463848625359,215.182351244481,197.176969718056,243.17202658274,209.817077263865
"4001",8001,8001,8001,33,"Female","White","Not Hispanic or Latino",36,42,35,42,19,55,18,3,0,21,75,37,44,29,5,5,"Losses",4230,-0.289864396947964,0,4,"1",-0.75,"Train",17,1,1e-04,1e-04,172.593653562027,1e-04,0.99,172.593854744887,0.249482307120226,0.558667794804863,171.446003883381,0.291714625547702,0.99,171.856626710465,0.407380510911677,0.480741178933227,0,0,171.895346171952,0.149779318596527,0.99,0,2.83079933623257e-05,172.421205520933,0.601287563146063,0.99,0.380734387823673,0.423988849529869,170.791475437555,0.000918592819720762,0.0225204414027022,5,299.623197982699,172.250435020123,356.222212916984,353.926913559691,354.74815921386,356.222615282704,365.860503929763,366.912222627725,363.652762460969,366.570681626105
"4251",8751,8751,8751,36,"Female","White","Hispanic or Latino",36,32,26,38,33,70,32,16,16,12,75,46,71,18,12,9,"Losses",4243,-1.24065198768079,0,2,"0",-0.65,"Train",18,1,1.41021177369879,0.0110282783519644,164.442588921001,1e-04,0.99,172.59401368577,0.0406674865602972,0.01,165.890832820764,1e-04,0.183988384926525,172.593749207008,0.151724006010574,0.0145719849185957,0,0,165.964866529183,2.27462310174673,0.01,1,0.30899900078251,164.279130221775,0.525317528797843,0.309624702292539,0,0.70954356529302,165.454065640614,1.38777970077857,0.011557345574741,0.5,0,164.44309931916,339.920083634931,342.816571434457,356.222404206944,356.222933164469,353.999544644225,350.628072029409,352.977942867087,350.956010224179
"4501",10251,10251,10251,42,"Female","White","Not Hispanic or Latino",39,31,33,29,30,83,35,24,3,12,64,44,60,26,21,20,"Gains",23940,-0.159732523263307,0,4,"1",0.25,"Train",19,1,1.2723799412475,0.24374410333915,102.473812912473,0.314713643391681,0.0782088307666714,113.024839359799,0.217000455529366,0.049468226722299,107.778198319548,1e-04,0.99,172.595329202265,0.320589617013822,0.103087912093359,0,0,105.52665850763,0.540099110334962,0.263401113733275,0.383380078706884,5,99.1833197127665,0.299093061301319,0.0275384886254438,1,1,91.546948899832,0.00560233089134159,0.99,0.656400606801687,600.7166726871,102.920867054145,215.982531617875,226.591302432025,356.22556419746,237.084584512528,233.123128601119,220.436451011392,205.163709385523,227.911545694149
"4751",10501,10501,10501,43,"Male","White","Not Hispanic or Latino",29,40,27,26,24,50,20,9,6,25,68,40,52,43,8,29,"Gains",4556,0.27989339449893,1,3,"1",0.75,"Train",20,1,1.07839931685372,0.0106984255047473,170.079750553612,1.02008911456526,0.911561792726169,152.963853601141,1.04592982380491,0.847505780063908,151.064640168858,1e-04,0.99,172.59613393592,0.478244795376528,0.253171090338661,0,0,144.846943699625,1.12217182346907,0.0170774267241801,1,0,168.423275268356,1.12461703096141,0.845419424283428,0.108348834450798,1,150.965033247922,0.174664424388121,0.0618577003298934,4.99993814895314,5.35270187345055,155.889548783129,351.194406900153,313.164186130646,356.22717366477,316.962612995212,311.763698985108,358.916362122571,323.999878081703,333.848909152117
"5001",11251,11251,11251,46,"Female","Asian","Not Hispanic or Latino",31,33,24,35,27,68,13,9,2,7,68,37,47,24,14,13,"Losses",4451,-0.86501730515863,0,4,"1",-0.75,"Train",21,1,0.557131332216434,0.132697355544557,170.428272756865,1e-04,0.99,172.595279657107,0.865824446805765,0.184202699378744,120.826019654594,1e-04,0.99,172.595530984795,1.11178499245917,0.199964752236478,0,0,140.503483539237,3.87134680810163,0.01,1,0,165.710966188567,0.879897497826604,0.184352269686842,0,1,120.835468129315,0.012158517244421,0.0144031442186372,0.5,971.104559391336,145.953374268587,351.891451306659,252.686945102118,356.22596776252,356.225465107144,303.076778664332,353.491743962993,263.740747844489,313.976560123033
"5251",12501,12501,12501,51,"Male","White","Not Hispanic or Latino",35,24,26,40,21,79,32,18,46,18,41,35,55,40,19,16,"Gains",6600,1.01538810487468,1,1,"0",0.65,"Train",22,1,1.56039680205693,0.314507391570861,123.667266477083,0.193727656476202,0.030888208520648,136.15983400877,0.389964141827443,0.0648487673215442,134.608562966091,0.627074086697628,0.99,162.427561397419,0.105576464441259,0.01,1,5,135.31171568055,1.66814196534918,0.33997634999987,1,0,118.416002896334,1.31470806571603,0.107361467246186,0.33845150875266,0.531207571896156,122.272656638324,1.56039550401729,0.314508344887246,0.5,0,123.667266477122,258.369438747095,280.252031725112,335.890028587767,283.354573810469,292.693242946958,258.901817378528,266.615124862506,269.404344540102
"5501",13001,13001,13001,53,"Female","Black or African American","Not Hispanic or Latino",39,38,31,36,24,70,17,6,0,16,47,35,38,31,9,9,"Gains",3980,0.201254931679806,0,2,"0",0.35,"Train",23,1,1.30546023735859,0.429999231328275,141.368936893827,0.647933264526951,0.160689863587785,140.65502265507,0.418323616343027,0.0921047160200933,140.0892314799,1e-04,0.99,172.593773379435,0.377951123918196,0.129730322119756,0,1.01211971653346,137.563906502114,1.56505072288388,0.40597243665718,1,0,130.250168668023,1.23009718890383,0.117633461470584,1,0.862447248581146,123.503393353223,1.26733127652299,0.57555766380346,5,0.233492108250651,95.367720414387,293.772779580584,291.213368752729,356.2224525518,292.344951103069,297.197624590088,282.570148921904,269.076598292305,212.805252414633
"5751",13501,13501,13501,55,"Female","White","Not Hispanic or Latino",44,31,13,35,35,65,51,8,14,5,64,52,70,11,10,11,"Losses",8520,-1.38527971496702,0,2,"0",-0.65,"Train",24,1,0.823301125646345,0.0218575012636688,169.68065248702,0.169626973603309,0.552607672439631,172.080889794986,0.0104925647078572,0.01,172.320355312477,0.144836328350658,0.455619591715189,172.122822512991,0.307633884420242,0.01,1,0,170.326614839421,2.88008886176792,0.01,1,0.0747773358006295,168.440459595567,0.0780731421041109,0.01,1,0.439525714284907,169.910384259594,0.822572255329535,0.0219103874533527,0.5,0,169.680654287941,350.396210766969,355.675616417883,355.280550818912,355.196685382902,362.723041264701,358.950730776993,361.890580105047,361.43112016174
"6001",13751,13751,13751,56,"Male","White","Not Hispanic or Latino",36,39,40,36,10,67,5,7,14,27,23,20,22,51,9,21,"Gains",5483,0.737863086024833,0,2,"0",0.35,"Train",25,1,0.255575056984545,1,171.028541017967,0.220524597758643,0.385541058758953,171.463078382143,0.164160879152341,0.321517747761577,171.852579276398,0.22577298544387,0.99,171.686021319284,0.252775750361401,0.411990612109568,0.833468816092729,5,170.693469779044,0.171295607622202,0.99,0.750908714669943,5,170.437596887678,0.659032478546991,0.952207138384759,1,0,170.796736480642,0.252466042885916,0.99,0.5,2.65810249280765,170.790078955729,353.091987828863,354.740064345725,354.406948431497,353.961062557216,363.456751143947,362.945005361216,363.663284547142,363.649969497317
"6251",14251,14251,14251,58,"Male","White","Not Hispanic or Latino",26,34,32,41,22,65,4,13,0,9,42,30,37,31,13,5,"Losses",4172,-0.296073892452199,0,2,"0",-0.65,"Train",26,1,1.19617888334948,0.167505222334851,153.32737854996,1e-04,0.99,172.595420692947,0.272383450569023,0.0486816523953832,122.240449824475,1e-04,0.99,172.596682347278,0.235449917695123,0.0193219200866412,0.0173634632465366,0,135.951244932569,1.1649625524632,0.0132035981716959,0.0372416860305996,5,137.94916871407,0.332832973627526,0.0381373988390914,0,0.798370382721221,121.853760794006,1.15697327027451,0.0713535855203198,0.543305195859029,5.77447378296384,135.697885688484,317.689662892849,255.515805441879,356.228270487485,356.225747178823,293.972301450996,297.968149014,265.777333173871,293.465582962827
"6501",14501,14501,14501,59,"Female","White","Not Hispanic or Latino",36,28,15,33,25,69,41,9,34,13,58,49,56,28,13,11,"Losses",4094,-1.22304125570142,0,2,"0",-0.65,"Train",27,1,1.1104310568084,0.0752166856329982,150.672097494101,1.10200307625674,0.402673495119314,151.275104972838,0.535467757764548,0.211859831131021,154.202030485352,1.02365691810266,0.296038263941265,152.358245532654,0.619013691290651,0.01,1,0.103124953006128,140.035036621779,4.02789885810965,0.01,1,0,141.433844196405,0.68352443490328,0.01,0.920951301525803,0.0878795524706949,138.466667844985,1.11043302194719,0.0752256874848022,0.5,0,150.672097516001,312.379100781131,319.438966763632,315.751396858238,313.585115738605,302.139884829416,304.93749997867,299.003147275829,323.414006617861
"6751",14751,14751,14751,60,"Male","White","Not Hispanic or Latino",34,35,18,23,30,58,34,6,0,14,73,45,57,24,10,21,"Losses",4669,-0.667391444368071,0,2,"0",-0.65,"Train",28,1,0.445475690496819,0.227500745824564,171.277607579318,0.0356245112680542,0.01,170.054005917086,0.560662592502603,0.784161410369281,164.668326485783,0.252462607342692,0.156129969869569,167.663922329902,0.0154551086868861,0.01,0,2.0592085233487,169.257033280591,2.28119923149193,0.1273744025442,1,0,168.410841468986,0.809523790427664,0.776543713187661,0,0.55412527335863,162.524398362699,0.4454747013185,0.227500361652208,0.5,0,171.27760757933,353.590120951566,340.371558764495,346.362750452734,351.142917627101,360.583878147041,358.891494523831,347.118608311256,364.625026744519
"7001",15251,15251,15251,62,"Female","White","Not Hispanic or Latino",28,38,25,36,25,55,13,5,5,13,42,41,50,29,9,6,"Gains",3901,1.30635052366912,1,1,"0",0.65,"Train",29,1,1e-04,1e-04,172.59365002179,1e-04,0.99,172.593705337404,0.0721755341150911,0.99,172.554488139393,0.148296582082783,0.974373398448615,172.241555812051,0.0424746199236207,0.99,0,4.67935471065266,172.183783360052,1e-04,0.01,0,0,172.593691044146,0.521001422729537,0.99,1,0,171.059399636971,0.000591017354887945,0.601785664770901,0.5,678.748258099396,172.522856449132,356.222205836509,356.143882071716,355.518017417032,356.222316467736,366.437378305964,367.25719367415,364.1886108598,367.115524484122
"7251",15501,15501,15501,63,"Female","Prefer not to answer","Hispanic or Latino",35,36,23,32,19,63,10,9,3,20,30,38,33,35,13,12,"Gains",8141,0.656339016374228,1,3,"1",0.75,"Train",30,1,1.92173471903466,0.0497338812253145,156.316279376953,1.00039193471947,0.272184145935156,107.493511972356,1.04720674212052,0.207222634124829,107.542005166876,1e-04,0.99,172.594708634021,0.96036385921618,0.281225890060267,0.677823096765294,0,106.550288473381,2.04984339560955,0.0454275513840995,1,0,153.605934779413,0.256312494027998,0.01,1,1,100.179021038314,2.44801943084785,0.01,0.5,0.975318167847095,81.0651522518956,323.667464546836,226.118916126681,356.224323060971,226.021929737642,235.170388532621,329.281681144684,222.427853662487,184.20011608965
"7501",15751,15751,15751,64,"Female","White","Not Hispanic or Latino",25,37,26,31,19,61,9,7,9,24,35,26,32,35,7,12,"Gains",15924,0.670347059490784,1,1,"0",0.65,"Train",31,1,2.3743068884568,0.909954462359427,41.8128270410497,0.269468506535918,0.0101216794988029,44.2313803829723,0.53445107114848,0.0302195983246746,43.6036393088886,1e-04,0.99,172.595174247649,0.281815709158401,0.01,1,5,41.1500760378453,3.41866794529249,0.928080289570872,0.852490003113934,0,32.9086908313839,0.704905794914119,0.01,0.154412026859755,0.788716657120714,41.0112549540135,2.05441307836249,0.123883438121325,0.5,1.7398527950376,52.3371051658902,94.6605598750288,98.2421844107066,356.225254288228,99.497666558874,104.369963661549,87.8871932486266,104.092321493886,126.744021917639
"7751",16251,16251,16251,66,"Female","Asian","Not Hispanic or Latino",34,35,23,40,25,64,27,9,0,14,80,32,46,24,13,5,"Gains",3383,0.69132513641172,0,2,"0",0.35,"Train",32,1,1e-04,1e-04,172.593661456042,1.71969161073684,0.977906408390104,111.85425579808,0.337464479611216,0.0484000941385339,105.792029293983,1e-04,0.99,172.598506647695,1.51721238698776,0.791886145593042,0,0,93.9879042369387,1e-04,0.01,0,0,172.594161593927,0.240837887739123,0.01,1,1,96.7808736840512,0.00750991421858447,0.99,0.5,596.124639599386,104.074056802594,356.222228705013,222.618964380895,356.23191908832,234.74341738909,210.045620059736,367.258134773712,215.631558953961,230.217925191047
"8001",17251,17251,17251,70,"Female","White","Not Hispanic or Latino",26,31,34,28,28,69,12,12,14,21,55,37,40,25,14,12,"Losses",6444,-0.865100527328008,0,4,"1",-0.75,"Train",33,1,2.46657174268455,0.0374954528528118,73.8513952634254,1e-04,0.99,172.594721757827,0.374838646896516,0.0363820268554128,97.7271820134355,1e-04,0.99,172.594872699553,0.832935349171565,0.01,0,0.0645351893382051,79.2614186407694,2.09989169119576,0.0212257875367402,0.0374723922464324,5,72.9740150884409,0.630850896358521,0.0108911429667074,0.250408898087785,0.443428070303118,78.2803039899704,2.46627478101724,0.0375049035972247,0.5,0,73.8513972209682,158.73769631978,206.4892698198,356.224651192035,356.224349308584,180.592648867398,168.017841762741,178.6304195658,169.772606027795
"8251",17751,17751,17751,72,"Female","White","Not Hispanic or Latino",20,29,26,37,33,76,22,10,9,11,62,53,55,24,11,12,"Losses",7101,-1.06185277092509,0,4,"1",-0.75,"Train",34,1,2.18859827480829,0.00317754305322662,162.791920462097,0.137867203429587,0.0361121811300557,168.684597626904,0.0446186180575978,0.0126238930074048,165.739353439143,0.114549306675899,0.0211623304008554,167.957959190189,0.321640974821437,0.01,1,0.134654631829636,164.510376281525,0.545955666224413,0.01,1,5,162.968038456991,0.230259053453974,0.01,1,0.219833632109209,159.941746792814,1.42037335365391,0.01,0.5,0,163.120630554897,336.618746717123,342.513612671215,346.950824173307,348.404101046738,351.090564148908,348.00588849984,341.953305171487,348.311072695652
"8501",18251,18251,18251,74,"Male","White","Not Hispanic or Latino",34,39,23,38,26,59,28,8,0,24,63,41,53,29,12,18,"Gains",4813,-0.260309259718699,0,2,"0",0.35,"Train",35,1,4.60124570544319,0.000467308114223771,132.921116358464,0.505225876187229,0.0426853225400953,118.743509011267,0.454949784576892,0.0512998867833976,114.831656227943,1e-04,0.99,172.597250234807,0.507877967082582,0.0662151687083174,0.556471522719005,0,113.500425993203,0.832008050148262,0.01,0,5,125.168461251318,0.448896333617556,0.0510498727980014,0,1,114.831938285671,2.2302529512481,0.01,0.5,0,134.481267885906,276.877138509857,240.698218248816,356.229406262544,248.521923815464,249.070663572265,272.406734088495,251.733688157202,291.032347357671
"8751",18751,18751,18751,76,"Female","White","Not Hispanic or Latino",41,37,27,38,25,89,24,9,8,11,53,54,43,25,17,10,"Losses",3985,-0.458611189854729,0,2,"0",-0.65,"Train",36,1,0.250282627781703,1,171.471994190034,1e-04,0.99,172.596667428868,0.33094823374942,0.0570651935615559,117.367072982699,1e-04,0.99,172.59597518802,1.74264123062978,0.0334357132867753,1,0,116.896704454468,4.30751287386064,0.030201753633823,1,0,120.397225869952,0.326596636108323,0.0570702837102129,0,1,117.366511926825,0.0226154685094808,0.115552698765644,2.47727045798896,101.766482405155,102.239073790264,353.978894172997,245.769051758327,356.226856168969,356.228240650665,255.863220494795,262.864263325763,256.80283543951,226.547959166387
