choice,trial_all,trial,outcome,outcome_rel,sub,phase,transfer_trial,transfer_choice
,,,,,211,transfer,1.0,[7 5]
,,,,,211,transfer,1.0,[7 8]
,,,,,211,transfer,2.0,[2 4]
,,,,,211,transfer,2.0,[7 3]
,,,,,211,transfer,2.0,[8 7]
,,,,,211,transfer,1.0,[6 2]
,,,,,211,transfer,2.0,[8 4]
,,,,,211,transfer,2.0,[6 8]
,,,,,211,transfer,1.0,[1 2]
,,,,,211,transfer,2.0,[7 4]
,,,,,211,transfer,1.0,[4 5]
,,,,,211,transfer,2.0,[2 4]
,,,,,211,transfer,2.0,[6 2]
,,,,,211,transfer,1.0,[1 2]
,,,,,211,transfer,2.0,[2 7]
,,,,,211,transfer,2.0,[2 5]
,,,,,211,transfer,1.0,[6 5]
,,,,,211,transfer,1.0,[3 5]
,,,,,211,transfer,2.0,[6 1]
,,,,,211,transfer,2.0,[2 7]
,,,,,211,transfer,1.0,[4 6]
,,,,,211,transfer,2.0,[8 1]
,,,,,211,transfer,2.0,[6 8]
,,,,,211,transfer,2.0,[5 4]
,,,,,211,transfer,2.0,[4 1]
,,,,,211,transfer,1.0,[2 8]
,,,,,211,transfer,1.0,[1 8]
,,,,,211,transfer,1.0,[4 6]
,,,,,211,transfer,1.0,[1 8]
,,,,,211,transfer,2.0,[5 8]
,,,,,211,transfer,2.0,[6 3]
,,,,,211,transfer,2.0,[1 3]
,,,,,211,transfer,1.0,[3 2]
,,,,,211,transfer,1.0,[3 6]
,,,,,211,transfer,2.0,[6 4]
,,,,,211,transfer,2.0,[6 5]
,,,,,211,transfer,1.0,[1 7]
,,,,,211,transfer,1.0,[1 4]
,,,,,211,transfer,2.0,[3 1]
,,,,,211,transfer,2.0,[2 8]
,,,,,211,transfer,1.0,[1 6]
,,,,,211,transfer,1.0,[3 7]
,,,,,211,transfer,2.0,[4 1]
,,,,,211,transfer,2.0,[2 3]
,,,,,211,transfer,1.0,[7 6]
,,,,,211,transfer,1.0,[1 3]
,,,,,211,transfer,2.0,[8 3]
,,,,,211,transfer,1.0,[5 2]
,,,,,211,transfer,1.0,[4 7]
,,,,,211,transfer,1.0,[1 5]
,,,,,211,transfer,2.0,[4 5]
,,,,,211,transfer,1.0,[3 8]
,,,,,211,transfer,2.0,[7 1]
,,,,,211,transfer,1.0,[8 6]
,,,,,211,transfer,2.0,[7 2]
,,,,,211,transfer,2.0,[5 1]
,,,,,211,transfer,2.0,[6 1]
,,,,,211,transfer,2.0,[8 4]
,,,,,211,transfer,1.0,[3 4]
,,,,,211,transfer,2.0,[7 3]
,,,,,211,transfer,2.0,[6 4]
,,,,,211,transfer,2.0,[8 2]
,,,,,211,transfer,1.0,[2 6]
,,,,,211,transfer,2.0,[7 2]
,,,,,211,transfer,2.0,[8 5]
,,,,,211,transfer,1.0,[3 7]
,,,,,211,transfer,2.0,[8 7]
,,,,,211,transfer,2.0,[7 1]
,,,,,211,transfer,1.0,[4 8]
,,,,,211,transfer,2.0,[5 8]
,,,,,211,transfer,2.0,[6 7]
,,,,,211,transfer,1.0,[1 5]
,,,,,211,transfer,2.0,[8 3]
,,,,,211,transfer,1.0,[7 4]
,,,,,211,transfer,2.0,[5 1]
,,,,,211,transfer,2.0,[2 3]
,,,,,211,transfer,2.0,[2 1]
,,,,,211,transfer,2.0,[4 3]
,,,,,211,transfer,1.0,[6 7]
,,,,,211,transfer,1.0,[5 7]
,,,,,211,transfer,2.0,[3 5]
,,,,,211,transfer,1.0,[1 4]
,,,,,211,transfer,1.0,[4 2]
,,,,,211,transfer,2.0,[4 2]
,,,,,211,transfer,1.0,[3 6]
,,,,,211,transfer,2.0,[2 1]
,,,,,211,transfer,2.0,[3 8]
,,,,,211,transfer,2.0,[8 1]
,,,,,211,transfer,1.0,[8 6]
,,,,,211,transfer,2.0,[5 2]
,,,,,211,transfer,1.0,[1 6]
,,,,,211,transfer,1.0,[6 3]
,,,,,211,transfer,2.0,[2 5]
,,,,,211,transfer,2.0,[5 6]
,,,,,211,transfer,2.0,[5 3]
,,,,,211,transfer,2.0,[3 2]
,,,,,211,transfer,1.0,[7 8]
,,,,,211,transfer,1.0,[4 3]
,,,,,211,transfer,2.0,[4 7]
,,,,,211,transfer,2.0,[8 5]
,,,,,211,transfer,2.0,[7 5]
,,,,,211,transfer,1.0,[5 4]
,,,,,211,transfer,1.0,[2 6]
,,,,,211,transfer,2.0,[5 7]
,,,,,211,transfer,1.0,[1 7]
,,,,,212,transfer,2.0,[6 1]
,,,,,212,transfer,2.0,[2 7]
,,,,,212,transfer,2.0,[8 3]
,,,,,212,transfer,2.0,[7 4]
,,,,,212,transfer,1.0,[5 6]
,,,,,212,transfer,2.0,[6 2]
,,,,,212,transfer,1.0,[1 6]
,,,,,212,transfer,1.0,[4 6]
,,,,,212,transfer,2.0,[7 4]
,,,,,212,transfer,2.0,[2 8]
,,,,,212,transfer,2.0,[5 8]
,,,,,212,transfer,2.0,[7 1]
,,,,,212,transfer,2.0,[6 5]
,,,,,212,transfer,2.0,[6 8]
,,,,,212,transfer,1.0,[7 8]
,,,,,212,transfer,1.0,[3 2]
,,,,,212,transfer,2.0,[7 1]
,,,,,212,transfer,2.0,[6 2]
,,,,,212,transfer,1.0,[8 6]
,,,,,212,transfer,2.0,[7 3]
,,,,,212,transfer,2.0,[5 3]
,,,,,212,transfer,2.0,[5 4]
,,,,,212,transfer,1.0,[4 5]
,,,,,212,transfer,2.0,[2 5]
,,,,,212,transfer,1.0,[2 6]
,,,,,212,transfer,2.0,[7 3]
,,,,,212,transfer,2.0,[5 2]
,,,,,212,transfer,1.0,[3 5]
,,,,,212,transfer,1.0,[1 6]
,,,,,212,transfer,2.0,[8 4]
,,,,,212,transfer,1.0,[1 8]
,,,,,212,transfer,1.0,[7 8]
,,,,,212,transfer,1.0,[4 8]
,,,,,212,transfer,1.0,[4 5]
,,,,,212,transfer,2.0,[5 3]
,,,,,212,transfer,1.0,[1 4]
,,,,,212,transfer,1.0,[4 6]
,,,,,212,transfer,1.0,[1 8]
,,,,,212,transfer,2.0,[6 4]
,,,,,212,transfer,2.0,[5 2]
,,,,,212,transfer,1.0,[8 2]
,,,,,212,transfer,1.0,[2 5]
,,,,,212,transfer,1.0,[5 6]
,,,,,212,transfer,2.0,[8 7]
,,,,,212,transfer,1.0,[1 2]
,,,,,212,transfer,2.0,[5 4]
,,,,,212,transfer,1.0,[3 8]
,,,,,212,transfer,1.0,[4 8]
,,,,,212,transfer,2.0,[5 1]
,,,,,212,transfer,2.0,[4 1]
,,,,,212,transfer,1.0,[3 8]
,,,,,212,transfer,1.0,[4 2]
,,,,,212,transfer,1.0,[7 6]
,,,,,212,transfer,1.0,[3 4]
,,,,,212,transfer,2.0,[6 7]
,,,,,212,transfer,1.0,[8 5]
,,,,,212,transfer,2.0,[6 5]
,,,,,212,transfer,2.0,[4 3]
,,,,,212,transfer,1.0,[1 3]
,,,,,212,transfer,2.0,[2 1]
,,,,,212,transfer,2.0,[6 7]
,,,,,212,transfer,2.0,[2 3]
,,,,,212,transfer,2.0,[8 1]
,,,,,212,transfer,1.0,[8 5]
,,,,,212,transfer,2.0,[4 1]
,,,,,212,transfer,2.0,[3 7]
,,,,,212,transfer,1.0,[8 2]
,,,,,212,transfer,1.0,[3 1]
,,,,,212,transfer,1.0,[1 2]
,,,,,212,transfer,2.0,[8 4]
,,,,,212,transfer,2.0,[4 7]
,,,,,212,transfer,2.0,[5 7]
,,,,,212,transfer,1.0,[1 3]
,,,,,212,transfer,1.0,[7 5]
,,,,,212,transfer,2.0,[6 3]
,,,,,212,transfer,2.0,[2 7]
,,,,,212,transfer,2.0,[2 1]
,,,,,212,transfer,2.0,[6 1]
,,,,,212,transfer,1.0,[3 4]
,,,,,212,transfer,1.0,[7 2]
,,,,,212,transfer,1.0,[3 2]
,,,,,212,transfer,2.0,[8 3]
,,,,,212,transfer,2.0,[5 8]
,,,,,212,transfer,2.0,[5 7]
,,,,,212,transfer,2.0,[2 4]
,,,,,212,transfer,1.0,[3 7]
,,,,,212,transfer,2.0,[8 1]
,,,,,212,transfer,2.0,[8 7]
,,,,,212,transfer,2.0,[2 8]
,,,,,212,transfer,2.0,[5 1]
,,,,,212,transfer,1.0,[7 5]
,,,,,212,transfer,1.0,[2 6]
,,,,,212,transfer,2.0,[2 3]
,,,,,212,transfer,1.0,[1 5]
,,,,,212,transfer,1.0,[1 5]
,,,,,212,transfer,2.0,[3 1]
,,,,,212,transfer,1.0,[7 6]
,,,,,212,transfer,2.0,[2 4]
,,,,,212,transfer,2.0,[6 4]
,,,,,212,transfer,1.0,[3 6]
,,,,,212,transfer,1.0,[7 2]
,,,,,212,transfer,2.0,[4 3]
,,,,,212,transfer,1.0,[1 4]
,,,,,212,transfer,2.0,[6 3]
,,,,,212,transfer,1.0,[1 7]
,,,,,212,transfer,1.0,[8 6]
,,,,,212,transfer,2.0,[4 2]
,,,,,212,transfer,2.0,[6 8]
,,,,,212,transfer,1.0,[1 7]
,,,,,212,transfer,1.0,[3 6]
,,,,,212,transfer,1.0,[3 5]
,,,,,212,transfer,2.0,[4 7]
,,,,,213,transfer,2.0,[5 4]
,,,,,213,transfer,1.0,[5 2]
,,,,,213,transfer,2.0,[8 1]
,,,,,213,transfer,2.0,[6 4]
,,,,,213,transfer,1.0,[4 6]
,,,,,213,transfer,2.0,[5 3]
,,,,,213,transfer,2.0,[5 7]
,,,,,213,transfer,1.0,[1 3]
,,,,,213,transfer,2.0,[6 1]
,,,,,213,transfer,2.0,[5 4]
,,,,,213,transfer,1.0,[1 5]
,,,,,213,transfer,2.0,[8 2]
,,,,,213,transfer,2.0,[4 1]
,,,,,213,transfer,2.0,[4 2]
,,,,,213,transfer,2.0,[2 7]
,,,,,213,transfer,1.0,[2 8]
,,,,,213,transfer,2.0,[5 1]
,,,,,213,transfer,2.0,[6 2]
,,,,,213,transfer,1.0,[1 8]
,,,,,213,transfer,2.0,[6 2]
,,,,,213,transfer,2.0,[8 3]
,,,,,213,transfer,2.0,[8 5]
,,,,,213,transfer,1.0,[3 1]
,,,,,213,transfer,2.0,[5 1]
,,,,,213,transfer,2.0,[7 2]
,,,,,213,transfer,2.0,[8 7]
,,,,,213,transfer,2.0,[5 2]
,,,,,213,transfer,1.0,[3 8]
,,,,,213,transfer,1.0,[4 5]
,,,,,213,transfer,1.0,[3 5]
,,,,,213,transfer,1.0,[3 6]
,,,,,213,transfer,2.0,[2 3]
,,,,,213,transfer,2.0,[8 3]
,,,,,213,transfer,1.0,[2 5]
,,,,,213,transfer,1.0,[2 5]
,,,,,213,transfer,1.0,[3 7]
,,,,,213,transfer,1.0,[3 2]
,,,,,213,transfer,1.0,[5 8]
,,,,,213,transfer,1.0,[7 6]
,,,,,213,transfer,1.0,[1 7]
,,,,,213,transfer,2.0,[4 3]
,,,,,213,transfer,2.0,[7 5]
,,,,,213,transfer,2.0,[7 4]
,,,,,213,transfer,2.0,[7 1]
,,,,,213,transfer,2.0,[8 4]
,,,,,213,transfer,2.0,[8 5]
,,,,,213,transfer,1.0,[1 4]
,,,,,213,transfer,1.0,[5 8]
,,,,,213,transfer,1.0,[2 4]
,,,,,213,transfer,2.0,[4 2]
,,,,,213,transfer,1.0,[3 4]
,,,,,213,transfer,1.0,[3 6]
,,,,,213,transfer,1.0,[4 8]
,,,,,213,transfer,2.0,[4 3]
,,,,,213,transfer,2.0,[6 3]
,,,,,213,transfer,2.0,[8 7]
,,,,,213,transfer,1.0,[1 8]
,,,,,213,transfer,1.0,[5 6]
,,,,,213,transfer,2.0,[6 7]
,,,,,213,transfer,1.0,[2 6]
,,,,,213,transfer,2.0,[6 5]
,,,,,213,transfer,1.0,[1 6]
,,,,,213,transfer,2.0,[4 5]
,,,,,213,transfer,1.0,[7 4]
,,,,,213,transfer,1.0,[1 2]
,,,,,213,transfer,1.0,[1 7]
,,,,,213,transfer,1.0,[5 6]
,,,,,213,transfer,2.0,[7 2]
,,,,,213,transfer,1.0,[1 5]
,,,,,213,transfer,1.0,[6 8]
,,,,,213,transfer,1.0,[3 4]
,,,,,213,transfer,1.0,[2 6]
,,,,,213,transfer,2.0,[6 5]
,,,,,213,transfer,1.0,[4 6]
,,,,,213,transfer,2.0,[3 1]
,,,,,213,transfer,2.0,[4 1]
,,,,,213,transfer,1.0,[1 2]
,,,,,213,transfer,2.0,[8 4]
,,,,,213,transfer,1.0,[4 8]
,,,,,213,transfer,1.0,[8 6]
,,,,,213,transfer,1.0,[1 3]
,,,,,213,transfer,1.0,[1 4]
,,,,,213,transfer,1.0,[7 8]
,,,,,213,transfer,1.0,[7 6]
,,,,,213,transfer,2.0,[8 1]
,,,,,213,transfer,1.0,[7 8]
,,,,,213,transfer,2.0,[7 3]
,,,,,213,transfer,2.0,[5 3]
,,,,,213,transfer,2.0,[6 7]
,,,,,213,transfer,1.0,[3 7]
,,,,,213,transfer,2.0,[8 2]
,,,,,213,transfer,1.0,[2 8]
,,,,,213,transfer,2.0,[6 4]
,,,,,213,transfer,1.0,[4 7]
,,,,,213,transfer,1.0,[2 7]
,,,,,213,transfer,2.0,[7 5]
,,,,,213,transfer,1.0,[4 7]
,,,,,213,transfer,1.0,[3 8]
,,,,,213,transfer,2.0,[2 1]
,,,,,213,transfer,2.0,[7 3]
,,,,,213,transfer,2.0,[2 3]
,,,,,213,transfer,1.0,[3 5]
,,,,,213,transfer,1.0,[5 7]
,,,,,213,transfer,2.0,[2 1]
,,,,,213,transfer,2.0,[2 4]
,,,,,213,transfer,1.0,[1 6]
,,,,,213,transfer,1.0,[3 2]
,,,,,213,transfer,2.0,[6 1]
,,,,,213,transfer,2.0,[6 3]
,,,,,213,transfer,2.0,[7 1]
,,,,,213,transfer,2.0,[6 8]
,,,,,213,transfer,2.0,[8 6]
,,,,,214,transfer,2.0,[8 5]
,,,,,214,transfer,1.0,[7 6]
,,,,,214,transfer,1.0,[2 4]
,,,,,214,transfer,2.0,[2 1]
,,,,,214,transfer,1.0,[3 4]
,,,,,214,transfer,1.0,[6 8]
,,,,,214,transfer,1.0,[5 8]
,,,,,214,transfer,1.0,[3 6]
,,,,,214,transfer,2.0,[5 2]
,,,,,214,transfer,1.0,[6 8]
,,,,,214,transfer,2.0,[4 3]
,,,,,214,transfer,1.0,[3 8]
,,,,,214,transfer,1.0,[1 7]
,,,,,214,transfer,2.0,[6 2]
,,,,,214,transfer,1.0,[1 2]
,,,,,214,transfer,2.0,[2 1]
,,,,,214,transfer,1.0,[1 7]
,,,,,214,transfer,1.0,[8 4]
,,,,,214,transfer,2.0,[5 3]
,,,,,214,transfer,1.0,[2 5]
,,,,,214,transfer,1.0,[1 4]
,,,,,214,transfer,1.0,[2 8]
,,,,,214,transfer,1.0,[2 7]
,,,,,214,transfer,1.0,[8 4]
,,,,,214,transfer,2.0,[5 1]
,,,,,214,transfer,1.0,[5 6]
,,,,,214,transfer,1.0,[3 5]
,,,,,214,transfer,1.0,[5 8]
,,,,,214,transfer,2.0,[4 1]
,,,,,214,transfer,2.0,[4 3]
,,,,,214,transfer,1.0,[7 5]
,,,,,214,transfer,1.0,[6 4]
,,,,,214,transfer,2.0,[5 3]
,,,,,214,transfer,2.0,[7 2]
,,,,,214,transfer,1.0,[1 3]
,,,,,214,transfer,1.0,[7 8]
,,,,,214,transfer,1.0,[3 2]
,,,,,214,transfer,2.0,[6 1]
,,,,,214,transfer,1.0,[3 4]
,,,,,214,transfer,1.0,[5 4]
,,,,,214,transfer,1.0,[3 7]
,,,,,214,transfer,1.0,[1 5]
,,,,,214,transfer,1.0,[5 6]
,,,,,214,transfer,2.0,[8 1]
,,,,,214,transfer,1.0,[1 8]
,,,,,214,transfer,2.0,[5 2]
,,,,,214,transfer,2.0,[8 7]
,,,,,214,transfer,2.0,[3 1]
,,,,,214,transfer,1.0,[3 5]
,,,,,214,transfer,1.0,[2 4]
,,,,,214,transfer,1.0,[8 6]
,,,,,214,transfer,1.0,[2 6]
,,,,,214,transfer,2.0,[7 1]
,,,,,214,transfer,1.0,[2 7]
,,,,,214,transfer,1.0,[6 5]
,,,,,214,transfer,1.0,[1 4]
,,,,,214,transfer,2.0,[7 2]
,,,,,214,transfer,1.0,[6 7]
,,,,,214,transfer,2.0,[8 2]
,,,,,214,transfer,2.0,[6 2]
,,,,,214,transfer,1.0,[6 4]
,,,,,214,transfer,1.0,[6 5]
,,,,,214,transfer,1.0,[7 5]
,,,,,214,transfer,1.0,[7 6]
,,,,,214,transfer,1.0,[5 7]
,,,,,214,transfer,1.0,[5 7]
,,,,,214,transfer,1.0,[7 8]
,,,,,214,transfer,1.0,[7 4]
,,,,,214,transfer,1.0,[1 8]
,,,,,214,transfer,2.0,[6 3]
,,,,,214,transfer,2.0,[4 6]
,,,,,214,transfer,2.0,[8 5]
,,,,,214,transfer,1.0,[1 6]
,,,,,214,transfer,1.0,[7 4]
,,,,,214,transfer,2.0,[4 5]
,,,,,214,transfer,2.0,[3 2]
,,,,,214,transfer,2.0,[6 3]
,,,,,214,transfer,2.0,[4 7]
,,,,,214,transfer,1.0,[1 5]
,,,,,214,transfer,1.0,[3 7]
,,,,,214,transfer,1.0,[8 6]
,,,,,214,transfer,2.0,[8 2]
,,,,,214,transfer,1.0,[4 6]
,,,,,214,transfer,2.0,[4 2]
,,,,,214,transfer,2.0,[6 7]
,,,,,214,transfer,1.0,[3 1]
,,,,,214,transfer,2.0,[4 5]
,,,,,214,transfer,2.0,[4 8]
,,,,,214,transfer,2.0,[1 2]
,,,,,214,transfer,2.0,[4 8]
,,,,,214,transfer,1.0,[3 6]
,,,,,214,transfer,1.0,[2 6]
,,,,,214,transfer,2.0,[7 1]
,,,,,214,transfer,2.0,[2 3]
,,,,,214,transfer,1.0,[3 8]
,,,,,214,transfer,1.0,[2 8]
,,,,,214,transfer,1.0,[2 5]
,,,,,214,transfer,2.0,[1 3]
,,,,,214,transfer,2.0,[8 3]
,,,,,214,transfer,2.0,[7 3]
,,,,,214,transfer,2.0,[7 3]
,,,,,214,transfer,2.0,[8 3]
,,,,,214,transfer,2.0,[8 7]
,,,,,214,transfer,2.0,[5 1]
,,,,,214,transfer,1.0,[1 6]
,,,,,214,transfer,2.0,[4 2]
,,,,,214,transfer,2.0,[4 1]
,,,,,214,transfer,2.0,[2 3]
,,,,,214,transfer,2.0,[6 1]
,,,,,214,transfer,2.0,[4 7]
,,,,,214,transfer,2.0,[8 1]
,,,,,214,transfer,1.0,[5 4]
,,,,,215,transfer,1.0,[3 7]
,,,,,215,transfer,2.0,[4 7]
,,,,,215,transfer,2.0,[6 5]
,,,,,215,transfer,1.0,[6 2]
,,,,,215,transfer,2.0,[8 1]
,,,,,215,transfer,1.0,[7 8]
,,,,,215,transfer,2.0,[8 5]
,,,,,215,transfer,1.0,[1 3]
,,,,,215,transfer,2.0,[5 1]
,,,,,215,transfer,1.0,[1 6]
,,,,,215,transfer,2.0,[2 6]
,,,,,215,transfer,2.0,[2 1]
,,,,,215,transfer,2.0,[4 6]
,,,,,215,transfer,1.0,[3 8]
,,,,,215,transfer,1.0,[3 6]
,,,,,215,transfer,1.0,[1 4]
,,,,,215,transfer,2.0,[3 1]
,,,,,215,transfer,1.0,[5 6]
,,,,,215,transfer,2.0,[5 3]
,,,,,215,transfer,1.0,[7 4]
,,,,,215,transfer,2.0,[4 8]
,,,,,215,transfer,2.0,[6 5]
,,,,,215,transfer,2.0,[4 1]
,,,,,215,transfer,1.0,[3 4]
,,,,,215,transfer,1.0,[3 2]
,,,,,215,transfer,1.0,[1 2]
,,,,,215,transfer,2.0,[2 4]
,,,,,215,transfer,1.0,[5 8]
,,,,,215,transfer,1.0,[3 4]
,,,,,215,transfer,2.0,[8 6]
,,,,,215,transfer,2.0,[2 1]
,,,,,215,transfer,2.0,[4 1]
,,,,,215,transfer,2.0,[8 7]
,,,,,215,transfer,1.0,[3 7]
,,,,,215,transfer,2.0,[8 4]
,,,,,215,transfer,1.0,[6 4]
,,,,,215,transfer,1.0,[5 6]
,,,,,215,transfer,2.0,[8 3]
,,,,,215,transfer,2.0,[4 3]
,,,,,215,transfer,1.0,[1 5]
,,,,,215,transfer,2.0,[7 1]
,,,,,215,transfer,2.0,[2 8]
,,,,,215,transfer,1.0,[1 4]
,,,,,215,transfer,2.0,[2 3]
,,,,,215,transfer,1.0,[5 2]
,,,,,215,transfer,2.0,[4 3]
,,,,,215,transfer,2.0,[4 8]
,,,,,215,transfer,1.0,[1 5]
,,,,,215,transfer,2.0,[8 7]
,,,,,215,transfer,2.0,[8 6]
,,,,,215,transfer,2.0,[5 7]
,,,,,215,transfer,1.0,[6 8]
,,,,,215,transfer,2.0,[6 1]
,,,,,215,transfer,1.0,[1 6]
,,,,,215,transfer,2.0,[2 5]
,,,,,215,transfer,1.0,[8 2]
,,,,,215,transfer,1.0,[6 2]
,,,,,215,transfer,2.0,[4 5]
,,,,,215,transfer,2.0,[4 7]
,,,,,215,transfer,2.0,[6 7]
,,,,,215,transfer,1.0,[7 2]
,,,,,215,transfer,1.0,[1 8]
,,,,,215,transfer,2.0,[4 5]
,,,,,215,transfer,2.0,[8 1]
,,,,,215,transfer,2.0,[2 6]
,,,,,215,transfer,2.0,[6 3]
,,,,,215,transfer,1.0,[6 8]
,,,,,215,transfer,1.0,[3 5]
,,,,,215,transfer,1.0,[4 2]
,,,,,215,transfer,1.0,[8 2]
,,,,,215,transfer,2.0,[2 7]
,,,,,215,transfer,2.0,[6 7]
,,,,,215,transfer,1.0,[7 5]
,,,,,215,transfer,1.0,[3 2]
,,,,,215,transfer,1.0,[7 2]
,,,,,215,transfer,1.0,[5 4]
,,,,,215,transfer,1.0,[5 8]
,,,,,215,transfer,1.0,[7 6]
,,,,,215,transfer,2.0,[5 3]
,,,,,215,transfer,1.0,[1 8]
,,,,,215,transfer,1.0,[7 8]
,,,,,215,transfer,2.0,[2 7]
,,,,,215,transfer,1.0,[1 2]
,,,,,215,transfer,1.0,[7 6]
,,,,,215,transfer,2.0,[8 5]
,,,,,215,transfer,2.0,[8 4]
,,,,,215,transfer,1.0,[5 2]
,,,,,215,transfer,1.0,[1 7]
,,,,,215,transfer,2.0,[6 1]
,,,,,215,transfer,1.0,[3 1]
,,,,,215,transfer,1.0,[3 6]
,,,,,215,transfer,1.0,[6 4]
,,,,,215,transfer,2.0,[2 8]
,,,,,215,transfer,2.0,[6 3]
,,,,,215,transfer,2.0,[7 3]
,,,,,215,transfer,1.0,[5 7]
,,,,,215,transfer,1.0,[3 5]
,,,,,215,transfer,2.0,[5 1]
,,,,,215,transfer,2.0,[4 6]
,,,,,215,transfer,1.0,[5 4]
,,,,,215,transfer,1.0,[4 2]
,,,,,215,transfer,2.0,[7 1]
,,,,,215,transfer,2.0,[2 4]
,,,,,215,transfer,1.0,[1 7]
,,,,,215,transfer,1.0,[1 3]
,,,,,215,transfer,1.0,[7 4]
,,,,,215,transfer,2.0,[7 3]
,,,,,215,transfer,2.0,[8 3]
,,,,,215,transfer,1.0,[3 8]
,,,,,215,transfer,2.0,[2 5]
,,,,,215,transfer,2.0,[7 5]
,,,,,215,transfer,2.0,[2 3]
,,,,,216,transfer,1.0,[8 4]
,,,,,216,transfer,1.0,[4 3]
,,,,,216,transfer,1.0,[3 7]
,,,,,216,transfer,2.0,[8 7]
,,,,,216,transfer,2.0,[5 8]
,,,,,216,transfer,1.0,[1 5]
,,,,,216,transfer,1.0,[1 3]
,,,,,216,transfer,2.0,[5 7]
,,,,,216,transfer,1.0,[8 6]
,,,,,216,transfer,1.0,[1 2]
,,,,,216,transfer,2.0,[7 1]
,,,,,216,transfer,2.0,[6 4]
,,,,,216,transfer,1.0,[3 4]
,,,,,216,transfer,1.0,[6 5]
,,,,,216,transfer,2.0,[6 7]
,,,,,216,transfer,2.0,[7 2]
,,,,,216,transfer,1.0,[8 5]
,,,,,216,transfer,2.0,[5 3]
,,,,,216,transfer,2.0,[4 3]
,,,,,216,transfer,1.0,[8 7]
,,,,,216,transfer,1.0,[7 3]
,,,,,216,transfer,2.0,[6 8]
,,,,,216,transfer,2.0,[4 2]
,,,,,216,transfer,2.0,[5 6]
,,,,,216,transfer,2.0,[5 4]
,,,,,216,transfer,1.0,[7 5]
,,,,,216,transfer,1.0,[2 6]
,,,,,216,transfer,2.0,[6 2]
,,,,,216,transfer,2.0,[7 1]
,,,,,216,transfer,1.0,[1 6]
,,,,,216,transfer,2.0,[5 1]
,,,,,216,transfer,1.0,[4 8]
,,,,,216,transfer,2.0,[4 1]
,,,,,216,transfer,1.0,[7 3]
,,,,,216,transfer,1.0,[2 8]
,,,,,216,transfer,2.0,[2 1]
,,,,,216,transfer,2.0,[3 8]
,,,,,216,transfer,1.0,[1 4]
,,,,,216,transfer,2.0,[4 2]
,,,,,216,transfer,1.0,[1 5]
,,,,,216,transfer,1.0,[3 5]
,,,,,216,transfer,1.0,[7 5]
,,,,,216,transfer,1.0,[7 4]
,,,,,216,transfer,1.0,[1 2]
,,,,,216,transfer,2.0,[8 2]
,,,,,216,transfer,1.0,[1 4]
,,,,,216,transfer,1.0,[7 4]
,,,,,216,transfer,2.0,[5 3]
,,,,,216,transfer,2.0,[3 1]
,,,,,216,transfer,1.0,[3 7]
,,,,,216,transfer,1.0,[1 8]
,,,,,216,transfer,2.0,[5 8]
,,,,,216,transfer,1.0,[2 3]
,,,,,216,transfer,2.0,[6 2]
,,,,,216,transfer,2.0,[6 7]
,,,,,216,transfer,1.0,[2 3]
,,,,,216,transfer,1.0,[6 5]
,,,,,216,transfer,2.0,[6 4]
,,,,,216,transfer,1.0,[2 8]
,,,,,216,transfer,1.0,[8 3]
,,,,,216,transfer,2.0,[3 4]
,,,,,216,transfer,1.0,[2 4]
,,,,,216,transfer,2.0,[8 1]
,,,,,216,transfer,1.0,[1 8]
,,,,,216,transfer,2.0,[5 4]
,,,,,216,transfer,2.0,[6 8]
,,,,,216,transfer,1.0,[7 8]
,,,,,216,transfer,1.0,[1 7]
,,,,,216,transfer,1.0,[1 3]
,,,,,216,transfer,1.0,[4 5]
,,,,,216,transfer,2.0,[3 8]
,,,,,216,transfer,2.0,[5 1]
,,,,,216,transfer,2.0,[8 4]
,,,,,216,transfer,1.0,[4 6]
,,,,,216,transfer,1.0,[4 7]
,,,,,216,transfer,1.0,[2 5]
,,,,,216,transfer,2.0,[4 7]
,,,,,216,transfer,1.0,[2 4]
,,,,,216,transfer,2.0,[6 3]
,,,,,216,transfer,2.0,[7 8]
,,,,,216,transfer,2.0,[5 2]
,,,,,216,transfer,2.0,[3 2]
,,,,,216,transfer,2.0,[7 2]
,,,,,216,transfer,2.0,[8 1]
,,,,,216,transfer,2.0,[8 2]
,,,,,216,transfer,2.0,[4 8]
,,,,,216,transfer,1.0,[7 6]
,,,,,216,transfer,2.0,[5 6]
,,,,,216,transfer,2.0,[5 7]
,,,,,216,transfer,2.0,[2 1]
,,,,,216,transfer,1.0,[2 7]
,,,,,216,transfer,2.0,[6 1]
,,,,,216,transfer,1.0,[4 5]
,,,,,216,transfer,1.0,[7 6]
,,,,,216,transfer,1.0,[1 6]
,,,,,216,transfer,1.0,[4 6]
,,,,,216,transfer,1.0,[3 5]
,,,,,216,transfer,1.0,[3 6]
,,,,,216,transfer,2.0,[3 2]
,,,,,216,transfer,1.0,[3 6]
,,,,,216,transfer,2.0,[5 2]
,,,,,216,transfer,1.0,[8 6]
,,,,,216,transfer,1.0,[2 6]
,,,,,216,transfer,1.0,[2 5]
,,,,,216,transfer,2.0,[4 1]
,,,,,216,transfer,1.0,[2 7]
,,,,,216,transfer,1.0,[8 5]
,,,,,216,transfer,2.0,[6 3]
,,,,,216,transfer,1.0,[1 7]
,,,,,216,transfer,2.0,[6 1]
,,,,,216,transfer,2.0,[3 1]
