choice,trial_all,trial,outcome,outcome_rel,sub,phase,transfer_trial,transfer_choice
,,,,,205,transfer,1.0,[4 2]
,,,,,205,transfer,2.0,[6 8]
,,,,,205,transfer,2.0,[4 1]
,,,,,205,transfer,2.0,[6 3]
,,,,,205,transfer,2.0,[3 8]
,,,,,205,transfer,1.0,[7 8]
,,,,,205,transfer,1.0,[1 2]
,,,,,205,transfer,1.0,[4 6]
,,,,,205,transfer,1.0,[2 4]
,,,,,205,transfer,2.0,[6 2]
,,,,,205,transfer,1.0,[7 5]
,,,,,205,transfer,1.0,[4 7]
,,,,,205,transfer,1.0,[4 8]
,,,,,205,transfer,2.0,[2 4]
,,,,,205,transfer,2.0,[6 7]
,,,,,205,transfer,2.0,[3 7]
,,,,,205,transfer,1.0,[6 3]
,,,,,205,transfer,1.0,[3 6]
,,,,,205,transfer,1.0,[5 8]
,,,,,205,transfer,2.0,[7 4]
,,,,,205,transfer,1.0,[8 2]
,,,,,205,transfer,2.0,[6 4]
,,,,,205,transfer,1.0,[4 3]
,,,,,205,transfer,2.0,[6 2]
,,,,,205,transfer,1.0,[2 7]
,,,,,205,transfer,1.0,[1 2]
,,,,,205,transfer,2.0,[2 3]
,,,,,205,transfer,2.0,[2 3]
,,,,,205,transfer,2.0,[5 4]
,,,,,205,transfer,2.0,[5 1]
,,,,,205,transfer,2.0,[7 4]
,,,,,205,transfer,1.0,[7 2]
,,,,,205,transfer,1.0,[8 4]
,,,,,205,transfer,2.0,[7 1]
,,,,,205,transfer,1.0,[2 5]
,,,,,205,transfer,1.0,[5 8]
,,,,,205,transfer,1.0,[4 2]
,,,,,205,transfer,1.0,[1 7]
,,,,,205,transfer,1.0,[3 5]
,,,,,205,transfer,2.0,[6 5]
,,,,,205,transfer,2.0,[6 7]
,,,,,205,transfer,2.0,[6 5]
,,,,,205,transfer,2.0,[6 8]
,,,,,205,transfer,2.0,[4 1]
,,,,,205,transfer,2.0,[8 5]
,,,,,205,transfer,2.0,[8 3]
,,,,,205,transfer,2.0,[3 6]
,,,,,205,transfer,1.0,[8 6]
,,,,,205,transfer,1.0,[3 5]
,,,,,205,transfer,2.0,[2 8]
,,,,,205,transfer,1.0,[1 5]
,,,,,205,transfer,1.0,[5 3]
,,,,,205,transfer,2.0,[8 7]
,,,,,205,transfer,1.0,[4 6]
,,,,,205,transfer,1.0,[2 8]
,,,,,205,transfer,1.0,[7 3]
,,,,,205,transfer,1.0,[2 6]
,,,,,205,transfer,2.0,[6 1]
,,,,,205,transfer,1.0,[4 5]
,,,,,205,transfer,1.0,[8 3]
,,,,,205,transfer,2.0,[8 1]
,,,,,205,transfer,1.0,[7 3]
,,,,,205,transfer,2.0,[8 1]
,,,,,205,transfer,1.0,[6 4]
,,,,,205,transfer,1.0,[8 5]
,,,,,205,transfer,1.0,[7 6]
,,,,,205,transfer,2.0,[3 1]
,,,,,205,transfer,2.0,[5 7]
,,,,,205,transfer,2.0,[3 2]
,,,,,205,transfer,2.0,[7 2]
,,,,,205,transfer,1.0,[4 3]
,,,,,205,transfer,2.0,[5 2]
,,,,,205,transfer,2.0,[2 1]
,,,,,205,transfer,1.0,[2 5]
,,,,,205,transfer,1.0,[7 5]
,,,,,205,transfer,2.0,[1 4]
,,,,,205,transfer,1.0,[1 6]
,,,,,205,transfer,1.0,[1 8]
,,,,,205,transfer,1.0,[4 7]
,,,,,205,transfer,1.0,[2 7]
,,,,,205,transfer,1.0,[4 5]
,,,,,205,transfer,1.0,[8 6]
,,,,,205,transfer,1.0,[5 7]
,,,,,205,transfer,2.0,[5 2]
,,,,,205,transfer,1.0,[2 6]
,,,,,205,transfer,2.0,[3 8]
,,,,,205,transfer,2.0,[3 2]
,,,,,205,transfer,1.0,[1 5]
,,,,,205,transfer,1.0,[7 6]
,,,,,205,transfer,1.0,[4 8]
,,,,,205,transfer,2.0,[3 4]
,,,,,205,transfer,2.0,[5 1]
,,,,,205,transfer,1.0,[5 6]
,,,,,205,transfer,2.0,[3 4]
,,,,,205,transfer,1.0,[1 6]
,,,,,205,transfer,2.0,[5 4]
,,,,,205,transfer,2.0,[8 4]
,,,,,206,transfer,2.0,[5 6]
,,,,,206,transfer,1.0,[3 5]
,,,,,206,transfer,2.0,[8 7]
,,,,,206,transfer,1.0,[7 2]
,,,,,206,transfer,1.0,[8 4]
,,,,,206,transfer,2.0,[8 6]
,,,,,206,transfer,2.0,[2 5]
,,,,,206,transfer,2.0,[4 1]
,,,,,206,transfer,1.0,[8 2]
,,,,,206,transfer,2.0,[4 8]
,,,,,206,transfer,2.0,[2 4]
,,,,,206,transfer,1.0,[8 2]
,,,,,206,transfer,2.0,[7 1]
,,,,,206,transfer,1.0,[7 4]
,,,,,206,transfer,2.0,[4 8]
,,,,,206,transfer,1.0,[8 5]
,,,,,206,transfer,2.0,[5 3]
,,,,,206,transfer,1.0,[6 5]
,,,,,206,transfer,2.0,[3 4]
,,,,,206,transfer,2.0,[8 7]
,,,,,206,transfer,1.0,[4 3]
,,,,,206,transfer,2.0,[2 7]
,,,,,206,transfer,2.0,[2 1]
,,,,,206,transfer,2.0,[3 1]
,,,,,206,transfer,1.0,[7 5]
,,,,,206,transfer,1.0,[1 2]
,,,,,206,transfer,1.0,[6 2]
,,,,,206,transfer,2.0,[6 1]
,,,,,206,transfer,1.0,[6 2]
,,,,,206,transfer,2.0,[4 5]
,,,,,206,transfer,1.0,[1 5]
,,,,,206,transfer,1.0,[1 2]
,,,,,206,transfer,1.0,[1 8]
,,,,,206,transfer,2.0,[6 5]
,,,,,206,transfer,1.0,[7 8]
,,,,,206,transfer,1.0,[1 3]
,,,,,206,transfer,1.0,[1 3]
,,,,,206,transfer,2.0,[5 8]
,,,,,206,transfer,1.0,[1 7]
,,,,,206,transfer,2.0,[8 1]
,,,,,206,transfer,1.0,[4 2]
,,,,,206,transfer,1.0,[6 3]
,,,,,206,transfer,2.0,[2 3]
,,,,,206,transfer,2.0,[2 4]
,,,,,206,transfer,1.0,[7 4]
,,,,,206,transfer,2.0,[7 1]
,,,,,206,transfer,1.0,[1 4]
,,,,,206,transfer,1.0,[8 3]
,,,,,206,transfer,2.0,[8 1]
,,,,,206,transfer,1.0,[7 3]
,,,,,206,transfer,1.0,[5 2]
,,,,,206,transfer,2.0,[2 3]
,,,,,206,transfer,1.0,[1 5]
,,,,,206,transfer,1.0,[5 3]
,,,,,206,transfer,1.0,[7 6]
,,,,,206,transfer,2.0,[4 6]
,,,,,206,transfer,1.0,[5 2]
,,,,,206,transfer,1.0,[1 6]
,,,,,206,transfer,1.0,[1 6]
,,,,,206,transfer,2.0,[4 1]
,,,,,206,transfer,1.0,[1 8]
,,,,,206,transfer,1.0,[7 6]
,,,,,206,transfer,1.0,[8 3]
,,,,,206,transfer,2.0,[2 7]
,,,,,206,transfer,2.0,[6 1]
,,,,,206,transfer,2.0,[5 7]
,,,,,206,transfer,2.0,[6 8]
,,,,,206,transfer,2.0,[6 8]
,,,,,206,transfer,1.0,[5 4]
,,,,,206,transfer,1.0,[7 5]
,,,,,206,transfer,1.0,[1 4]
,,,,,206,transfer,2.0,[3 4]
,,,,,206,transfer,2.0,[4 7]
,,,,,206,transfer,1.0,[4 2]
,,,,,206,transfer,2.0,[7 8]
,,,,,206,transfer,2.0,[5 1]
,,,,,206,transfer,2.0,[5 7]
,,,,,206,transfer,2.0,[3 1]
,,,,,206,transfer,2.0,[3 7]
,,,,,206,transfer,2.0,[2 1]
,,,,,206,transfer,2.0,[3 7]
,,,,,206,transfer,2.0,[6 7]
,,,,,206,transfer,2.0,[2 8]
,,,,,206,transfer,1.0,[3 2]
,,,,,206,transfer,1.0,[3 2]
,,,,,206,transfer,2.0,[3 8]
,,,,,206,transfer,1.0,[8 6]
,,,,,206,transfer,1.0,[8 5]
,,,,,206,transfer,2.0,[3 6]
,,,,,206,transfer,2.0,[5 6]
,,,,,206,transfer,2.0,[6 7]
,,,,,206,transfer,1.0,[6 4]
,,,,,206,transfer,1.0,[6 3]
,,,,,206,transfer,1.0,[7 2]
,,,,,206,transfer,2.0,[3 6]
,,,,,206,transfer,1.0,[8 4]
,,,,,206,transfer,2.0,[5 8]
,,,,,206,transfer,2.0,[4 6]
,,,,,206,transfer,2.0,[4 7]
,,,,,206,transfer,1.0,[6 4]
,,,,,206,transfer,2.0,[4 5]
,,,,,206,transfer,2.0,[2 6]
,,,,,206,transfer,1.0,[1 7]
,,,,,206,transfer,1.0,[5 4]
,,,,,206,transfer,2.0,[5 1]
,,,,,206,transfer,2.0,[2 6]
,,,,,206,transfer,2.0,[2 8]
,,,,,206,transfer,2.0,[3 5]
,,,,,206,transfer,2.0,[3 8]
,,,,,206,transfer,1.0,[7 3]
,,,,,206,transfer,1.0,[4 3]
,,,,,206,transfer,2.0,[2 5]
,,,,,207,transfer,2.0,[6 8]
,,,,,207,transfer,1.0,[5 6]
,,,,,207,transfer,1.0,[1 6]
,,,,,207,transfer,2.0,[8 7]
,,,,,207,transfer,1.0,[1 4]
,,,,,207,transfer,2.0,[3 7]
,,,,,207,transfer,2.0,[5 2]
,,,,,207,transfer,1.0,[2 3]
,,,,,207,transfer,1.0,[2 3]
,,,,,207,transfer,2.0,[6 3]
,,,,,207,transfer,1.0,[3 6]
,,,,,207,transfer,2.0,[2 1]
,,,,,207,transfer,2.0,[6 5]
,,,,,207,transfer,2.0,[6 2]
,,,,,207,transfer,2.0,[6 2]
,,,,,207,transfer,1.0,[8 5]
,,,,,207,transfer,1.0,[1 5]
,,,,,207,transfer,2.0,[2 4]
,,,,,207,transfer,1.0,[4 3]
,,,,,207,transfer,2.0,[6 1]
,,,,,207,transfer,2.0,[5 3]
,,,,,207,transfer,1.0,[4 2]
,,,,,207,transfer,2.0,[5 3]
,,,,,207,transfer,2.0,[7 1]
,,,,,207,transfer,1.0,[1 2]
,,,,,207,transfer,1.0,[7 2]
,,,,,207,transfer,2.0,[6 4]
,,,,,207,transfer,2.0,[2 7]
,,,,,207,transfer,2.0,[3 4]
,,,,,207,transfer,1.0,[7 6]
,,,,,207,transfer,2.0,[5 2]
,,,,,207,transfer,1.0,[8 3]
,,,,,207,transfer,1.0,[4 5]
,,,,,207,transfer,2.0,[8 6]
,,,,,207,transfer,2.0,[2 7]
,,,,,207,transfer,2.0,[5 1]
,,,,,207,transfer,1.0,[5 6]
,,,,,207,transfer,1.0,[1 5]
,,,,,207,transfer,2.0,[6 4]
,,,,,207,transfer,2.0,[6 5]
,,,,,207,transfer,2.0,[6 7]
,,,,,207,transfer,2.0,[2 4]
,,,,,207,transfer,1.0,[4 6]
,,,,,207,transfer,1.0,[1 3]
,,,,,207,transfer,2.0,[8 2]
,,,,,207,transfer,2.0,[4 5]
,,,,,207,transfer,1.0,[7 6]
,,,,,207,transfer,1.0,[3 5]
,,,,,207,transfer,1.0,[7 8]
,,,,,207,transfer,2.0,[8 1]
,,,,,207,transfer,1.0,[2 5]
,,,,,207,transfer,1.0,[1 6]
,,,,,207,transfer,2.0,[6 3]
,,,,,207,transfer,1.0,[7 5]
,,,,,207,transfer,2.0,[4 7]
,,,,,207,transfer,1.0,[1 3]
,,,,,207,transfer,2.0,[5 7]
,,,,,207,transfer,2.0,[3 1]
,,,,,207,transfer,1.0,[4 8]
,,,,,207,transfer,2.0,[6 1]
,,,,,207,transfer,2.0,[8 3]
,,,,,207,transfer,2.0,[5 4]
,,,,,207,transfer,1.0,[2 6]
,,,,,207,transfer,2.0,[3 8]
,,,,,207,transfer,2.0,[3 1]
,,,,,207,transfer,2.0,[5 7]
,,,,,207,transfer,1.0,[2 6]
,,,,,207,transfer,2.0,[5 8]
,,,,,207,transfer,2.0,[6 8]
,,,,,207,transfer,2.0,[8 7]
,,,,,207,transfer,2.0,[4 7]
,,,,,207,transfer,1.0,[7 8]
,,,,,207,transfer,2.0,[7 1]
,,,,,207,transfer,2.0,[8 2]
,,,,,207,transfer,1.0,[7 3]
,,,,,207,transfer,1.0,[1 2]
,,,,,207,transfer,1.0,[1 4]
,,,,,207,transfer,2.0,[7 4]
,,,,,207,transfer,1.0,[7 4]
,,,,,207,transfer,2.0,[3 4]
,,,,,207,transfer,1.0,[7 5]
,,,,,207,transfer,1.0,[1 7]
,,,,,207,transfer,2.0,[5 1]
,,,,,207,transfer,1.0,[4 2]
,,,,,207,transfer,1.0,[3 5]
,,,,,207,transfer,2.0,[5 8]
,,,,,207,transfer,2.0,[5 4]
,,,,,207,transfer,1.0,[1 8]
,,,,,207,transfer,2.0,[7 2]
,,,,,207,transfer,1.0,[4 3]
,,,,,207,transfer,1.0,[4 6]
,,,,,207,transfer,1.0,[3 8]
,,,,,207,transfer,1.0,[1 8]
,,,,,207,transfer,2.0,[8 4]
,,,,,207,transfer,1.0,[8 6]
,,,,,207,transfer,2.0,[4 1]
,,,,,207,transfer,1.0,[2 8]
,,,,,207,transfer,1.0,[2 5]
,,,,,207,transfer,2.0,[2 1]
,,,,,207,transfer,1.0,[4 8]
,,,,,207,transfer,1.0,[3 6]
,,,,,207,transfer,2.0,[8 1]
,,,,,207,transfer,2.0,[3 7]
,,,,,207,transfer,1.0,[8 5]
,,,,,207,transfer,2.0,[6 7]
,,,,,207,transfer,2.0,[3 2]
,,,,,207,transfer,1.0,[1 7]
,,,,,207,transfer,2.0,[3 2]
,,,,,207,transfer,1.0,[7 3]
,,,,,207,transfer,1.0,[2 8]
,,,,,207,transfer,2.0,[4 1]
,,,,,207,transfer,2.0,[8 4]
,,,,,208,transfer,1.0,[1 4]
,,,,,208,transfer,1.0,[1 7]
,,,,,208,transfer,1.0,[7 2]
,,,,,208,transfer,2.0,[2 3]
,,,,,208,transfer,1.0,[1 7]
,,,,,208,transfer,1.0,[3 4]
,,,,,208,transfer,2.0,[6 2]
,,,,,208,transfer,2.0,[2 1]
,,,,,208,transfer,2.0,[8 7]
,,,,,208,transfer,1.0,[1 3]
,,,,,208,transfer,1.0,[5 2]
,,,,,208,transfer,2.0,[4 3]
,,,,,208,transfer,2.0,[6 5]
,,,,,208,transfer,1.0,[3 5]
,,,,,208,transfer,1.0,[7 6]
,,,,,208,transfer,2.0,[5 3]
,,,,,208,transfer,1.0,[1 8]
,,,,,208,transfer,2.0,[8 1]
,,,,,208,transfer,1.0,[5 8]
,,,,,208,transfer,2.0,[6 3]
,,,,,208,transfer,1.0,[1 5]
,,,,,208,transfer,1.0,[8 6]
,,,,,208,transfer,1.0,[3 6]
,,,,,208,transfer,1.0,[4 8]
,,,,,208,transfer,1.0,[5 6]
,,,,,208,transfer,2.0,[7 1]
,,,,,208,transfer,2.0,[4 3]
,,,,,208,transfer,2.0,[4 1]
,,,,,208,transfer,1.0,[3 8]
,,,,,208,transfer,2.0,[8 3]
,,,,,208,transfer,2.0,[6 1]
,,,,,208,transfer,1.0,[7 6]
,,,,,208,transfer,1.0,[3 2]
,,,,,208,transfer,1.0,[5 2]
,,,,,208,transfer,2.0,[5 7]
,,,,,208,transfer,1.0,[3 2]
,,,,,208,transfer,1.0,[4 6]
,,,,,208,transfer,2.0,[2 5]
,,,,,208,transfer,2.0,[7 1]
,,,,,208,transfer,2.0,[5 8]
,,,,,208,transfer,2.0,[6 3]
,,,,,208,transfer,1.0,[1 2]
,,,,,208,transfer,2.0,[7 3]
,,,,,208,transfer,2.0,[6 7]
,,,,,208,transfer,2.0,[5 4]
,,,,,208,transfer,1.0,[8 2]
,,,,,208,transfer,1.0,[1 4]
,,,,,208,transfer,1.0,[1 6]
,,,,,208,transfer,2.0,[4 7]
,,,,,208,transfer,1.0,[1 3]
,,,,,208,transfer,2.0,[2 7]
,,,,,208,transfer,2.0,[6 1]
,,,,,208,transfer,2.0,[5 1]
,,,,,208,transfer,1.0,[4 2]
,,,,,208,transfer,2.0,[6 8]
,,,,,208,transfer,1.0,[3 5]
,,,,,208,transfer,1.0,[1 5]
,,,,,208,transfer,2.0,[3 1]
,,,,,208,transfer,1.0,[8 6]
,,,,,208,transfer,1.0,[3 7]
,,,,,208,transfer,2.0,[6 4]
,,,,,208,transfer,1.0,[4 6]
,,,,,208,transfer,2.0,[2 3]
,,,,,208,transfer,2.0,[8 4]
,,,,,208,transfer,2.0,[8 7]
,,,,,208,transfer,2.0,[8 1]
,,,,,208,transfer,2.0,[8 3]
,,,,,208,transfer,1.0,[4 5]
,,,,,208,transfer,2.0,[2 4]
,,,,,208,transfer,2.0,[3 1]
,,,,,208,transfer,2.0,[2 4]
,,,,,208,transfer,2.0,[7 4]
,,,,,208,transfer,1.0,[2 6]
,,,,,208,transfer,1.0,[3 7]
,,,,,208,transfer,1.0,[4 7]
,,,,,208,transfer,2.0,[5 1]
,,,,,208,transfer,2.0,[6 5]
,,,,,208,transfer,1.0,[5 6]
,,,,,208,transfer,1.0,[3 8]
,,,,,208,transfer,2.0,[5 7]
,,,,,208,transfer,1.0,[7 5]
,,,,,208,transfer,2.0,[2 8]
,,,,,208,transfer,1.0,[4 5]
,,,,,208,transfer,1.0,[4 8]
,,,,,208,transfer,1.0,[8 4]
,,,,,208,transfer,1.0,[1 2]
,,,,,208,transfer,2.0,[6 2]
,,,,,208,transfer,2.0,[6 7]
,,,,,208,transfer,1.0,[7 4]
,,,,,208,transfer,2.0,[5 3]
,,,,,208,transfer,1.0,[2 5]
,,,,,208,transfer,1.0,[1 8]
,,,,,208,transfer,1.0,[7 2]
,,,,,208,transfer,2.0,[4 1]
,,,,,208,transfer,2.0,[2 7]
,,,,,208,transfer,1.0,[2 6]
,,,,,208,transfer,1.0,[8 2]
,,,,,208,transfer,2.0,[2 1]
,,,,,208,transfer,2.0,[7 3]
,,,,,208,transfer,1.0,[7 5]
,,,,,208,transfer,1.0,[8 5]
,,,,,208,transfer,2.0,[6 4]
,,,,,208,transfer,1.0,[3 4]
,,,,,208,transfer,1.0,[3 6]
,,,,,208,transfer,2.0,[5 4]
,,,,,208,transfer,1.0,[8 5]
,,,,,208,transfer,2.0,[6 8]
,,,,,208,transfer,1.0,[7 8]
,,,,,208,transfer,2.0,[2 8]
,,,,,208,transfer,1.0,[4 2]
,,,,,208,transfer,1.0,[7 8]
,,,,,208,transfer,1.0,[1 6]
,,,,,209,transfer,1.0,[2 1]
,,,,,209,transfer,2.0,[5 7]
,,,,,209,transfer,2.0,[8 5]
,,,,,209,transfer,1.0,[5 1]
,,,,,209,transfer,2.0,[4 8]
,,,,,209,transfer,2.0,[8 2]
,,,,,209,transfer,2.0,[5 3]
,,,,,209,transfer,2.0,[8 5]
,,,,,209,transfer,1.0,[8 6]
,,,,,209,transfer,1.0,[7 8]
,,,,,209,transfer,1.0,[3 1]
,,,,,209,transfer,2.0,[8 2]
,,,,,209,transfer,2.0,[4 1]
,,,,,209,transfer,2.0,[1 3]
,,,,,209,transfer,2.0,[6 7]
,,,,,209,transfer,2.0,[8 4]
,,,,,209,transfer,1.0,[2 5]
,,,,,209,transfer,1.0,[7 6]
,,,,,209,transfer,1.0,[2 3]
,,,,,209,transfer,1.0,[5 1]
,,,,,209,transfer,2.0,[6 5]
,,,,,209,transfer,1.0,[3 7]
,,,,,209,transfer,2.0,[1 4]
,,,,,209,transfer,2.0,[5 2]
,,,,,209,transfer,2.0,[6 4]
,,,,,209,transfer,1.0,[1 6]
,,,,,209,transfer,2.0,[7 3]
,,,,,209,transfer,1.0,[5 6]
,,,,,209,transfer,2.0,[7 3]
,,,,,209,transfer,2.0,[1 4]
,,,,,209,transfer,1.0,[7 4]
,,,,,209,transfer,2.0,[5 2]
,,,,,209,transfer,2.0,[8 1]
,,,,,209,transfer,1.0,[5 8]
,,,,,209,transfer,2.0,[7 4]
,,,,,209,transfer,2.0,[7 1]
,,,,,209,transfer,2.0,[8 4]
,,,,,209,transfer,1.0,[4 6]
,,,,,209,transfer,1.0,[1 5]
,,,,,209,transfer,2.0,[7 2]
,,,,,209,transfer,2.0,[1 2]
,,,,,209,transfer,1.0,[3 8]
,,,,,209,transfer,1.0,[3 5]
,,,,,209,transfer,1.0,[1 7]
,,,,,209,transfer,2.0,[5 4]
,,,,,209,transfer,2.0,[6 3]
,,,,,209,transfer,2.0,[4 2]
,,,,,209,transfer,1.0,[3 2]
,,,,,209,transfer,2.0,[1 3]
,,,,,209,transfer,2.0,[4 3]
,,,,,209,transfer,1.0,[7 8]
,,,,,209,transfer,1.0,[4 8]
,,,,,209,transfer,2.0,[6 8]
,,,,,209,transfer,1.0,[2 4]
,,,,,209,transfer,2.0,[6 2]
,,,,,209,transfer,2.0,[6 7]
,,,,,209,transfer,1.0,[1 8]
,,,,,209,transfer,2.0,[4 2]
,,,,,209,transfer,2.0,[6 1]
,,,,,209,transfer,2.0,[6 8]
,,,,,209,transfer,1.0,[4 5]
,,,,,209,transfer,1.0,[1 8]
,,,,,209,transfer,1.0,[3 8]
,,,,,209,transfer,2.0,[6 3]
,,,,,209,transfer,1.0,[4 7]
,,,,,209,transfer,1.0,[3 6]
,,,,,209,transfer,2.0,[5 4]
,,,,,209,transfer,1.0,[3 4]
,,,,,209,transfer,2.0,[7 2]
,,,,,209,transfer,1.0,[4 7]
,,,,,209,transfer,2.0,[8 6]
,,,,,209,transfer,1.0,[2 7]
,,,,,209,transfer,2.0,[6 4]
,,,,,209,transfer,1.0,[4 5]
,,,,,209,transfer,1.0,[8 7]
,,,,,209,transfer,1.0,[3 5]
,,,,,209,transfer,1.0,[7 5]
,,,,,209,transfer,1.0,[4 1]
,,,,,209,transfer,2.0,[7 1]
,,,,,209,transfer,2.0,[8 1]
,,,,,209,transfer,1.0,[2 1]
,,,,,209,transfer,1.0,[3 1]
,,,,,209,transfer,1.0,[1 7]
,,,,,209,transfer,1.0,[2 7]
,,,,,209,transfer,1.0,[3 4]
,,,,,209,transfer,2.0,[4 3]
,,,,,209,transfer,1.0,[8 7]
,,,,,209,transfer,1.0,[1 2]
,,,,,209,transfer,1.0,[2 8]
,,,,,209,transfer,2.0,[5 3]
,,,,,209,transfer,2.0,[6 5]
,,,,,209,transfer,1.0,[4 6]
,,,,,209,transfer,1.0,[1 5]
,,,,,209,transfer,2.0,[8 3]
,,,,,209,transfer,2.0,[6 1]
,,,,,209,transfer,1.0,[2 3]
,,,,,209,transfer,1.0,[3 7]
,,,,,209,transfer,2.0,[6 2]
,,,,,209,transfer,2.0,[8 3]
,,,,,209,transfer,1.0,[3 6]
,,,,,209,transfer,1.0,[7 6]
,,,,,209,transfer,1.0,[5 8]
,,,,,209,transfer,2.0,[7 5]
,,,,,209,transfer,1.0,[3 2]
,,,,,209,transfer,1.0,[2 4]
,,,,,209,transfer,1.0,[1 6]
,,,,,209,transfer,1.0,[5 7]
,,,,,209,transfer,1.0,[2 5]
,,,,,209,transfer,1.0,[2 6]
,,,,,209,transfer,1.0,[5 6]
,,,,,209,transfer,1.0,[2 6]
,,,,,209,transfer,1.0,[2 8]
,,,,,210,transfer,1.0,[2 8]
,,,,,210,transfer,1.0,[2 6]
,,,,,210,transfer,1.0,[1 7]
,,,,,210,transfer,1.0,[4 5]
,,,,,210,transfer,1.0,[3 5]
,,,,,210,transfer,2.0,[2 3]
,,,,,210,transfer,1.0,[5 6]
,,,,,210,transfer,2.0,[4 7]
,,,,,210,transfer,1.0,[1 5]
,,,,,210,transfer,1.0,[5 2]
,,,,,210,transfer,1.0,[7 5]
,,,,,210,transfer,1.0,[3 7]
,,,,,210,transfer,2.0,[5 3]
,,,,,210,transfer,2.0,[8 5]
,,,,,210,transfer,1.0,[3 6]
,,,,,210,transfer,1.0,[3 7]
,,,,,210,transfer,1.0,[1 6]
,,,,,210,transfer,2.0,[8 7]
,,,,,210,transfer,1.0,[4 6]
,,,,,210,transfer,2.0,[5 4]
,,,,,210,transfer,2.0,[3 1]
,,,,,210,transfer,1.0,[4 6]
,,,,,210,transfer,2.0,[5 1]
,,,,,210,transfer,2.0,[8 1]
,,,,,210,transfer,1.0,[3 5]
,,,,,210,transfer,2.0,[6 5]
,,,,,210,transfer,1.0,[5 8]
,,,,,210,transfer,1.0,[1 2]
,,,,,210,transfer,2.0,[7 3]
,,,,,210,transfer,2.0,[7 1]
,,,,,210,transfer,2.0,[5 4]
,,,,,210,transfer,2.0,[2 1]
,,,,,210,transfer,1.0,[5 8]
,,,,,210,transfer,2.0,[6 3]
,,,,,210,transfer,1.0,[5 2]
,,,,,210,transfer,2.0,[6 3]
,,,,,210,transfer,1.0,[4 2]
,,,,,210,transfer,2.0,[8 4]
,,,,,210,transfer,1.0,[1 4]
,,,,,210,transfer,2.0,[2 4]
,,,,,210,transfer,1.0,[1 8]
,,,,,210,transfer,1.0,[4 3]
,,,,,210,transfer,1.0,[3 8]
,,,,,210,transfer,2.0,[3 1]
,,,,,210,transfer,1.0,[4 8]
,,,,,210,transfer,1.0,[1 2]
,,,,,210,transfer,1.0,[1 6]
,,,,,210,transfer,2.0,[8 3]
,,,,,210,transfer,2.0,[7 4]
,,,,,210,transfer,1.0,[8 6]
,,,,,210,transfer,2.0,[6 7]
,,,,,210,transfer,2.0,[8 1]
,,,,,210,transfer,1.0,[5 6]
,,,,,210,transfer,2.0,[2 7]
,,,,,210,transfer,1.0,[3 4]
,,,,,210,transfer,2.0,[6 8]
,,,,,210,transfer,2.0,[8 5]
,,,,,210,transfer,1.0,[7 5]
,,,,,210,transfer,1.0,[6 2]
,,,,,210,transfer,1.0,[4 2]
,,,,,210,transfer,2.0,[6 1]
,,,,,210,transfer,2.0,[5 3]
,,,,,210,transfer,2.0,[6 4]
,,,,,210,transfer,1.0,[7 2]
,,,,,210,transfer,2.0,[7 1]
,,,,,210,transfer,1.0,[7 8]
,,,,,210,transfer,1.0,[3 2]
,,,,,210,transfer,2.0,[2 8]
,,,,,210,transfer,1.0,[1 3]
,,,,,210,transfer,1.0,[4 7]
,,,,,210,transfer,2.0,[5 7]
,,,,,210,transfer,1.0,[4 5]
,,,,,210,transfer,2.0,[2 7]
,,,,,210,transfer,2.0,[2 1]
,,,,,210,transfer,2.0,[6 8]
,,,,,210,transfer,1.0,[1 7]
,,,,,210,transfer,2.0,[5 1]
,,,,,210,transfer,2.0,[6 7]
,,,,,210,transfer,1.0,[7 6]
,,,,,210,transfer,1.0,[3 8]
,,,,,210,transfer,2.0,[4 3]
,,,,,210,transfer,1.0,[8 6]
,,,,,210,transfer,1.0,[1 5]
,,,,,210,transfer,1.0,[1 4]
,,,,,210,transfer,2.0,[8 4]
,,,,,210,transfer,1.0,[3 4]
,,,,,210,transfer,1.0,[3 6]
,,,,,210,transfer,2.0,[7 4]
,,,,,210,transfer,1.0,[6 2]
,,,,,210,transfer,1.0,[7 2]
,,,,,210,transfer,1.0,[1 8]
,,,,,210,transfer,1.0,[7 8]
,,,,,210,transfer,2.0,[8 3]
,,,,,210,transfer,2.0,[6 1]
,,,,,210,transfer,2.0,[7 3]
,,,,,210,transfer,2.0,[6 4]
,,,,,210,transfer,2.0,[8 7]
,,,,,210,transfer,1.0,[7 6]
,,,,,210,transfer,2.0,[8 2]
,,,,,210,transfer,1.0,[3 2]
,,,,,210,transfer,2.0,[2 3]
,,,,,210,transfer,2.0,[4 1]
,,,,,210,transfer,2.0,[6 5]
,,,,,210,transfer,2.0,[2 5]
,,,,,210,transfer,1.0,[1 3]
,,,,,210,transfer,2.0,[5 7]
,,,,,210,transfer,2.0,[8 2]
,,,,,210,transfer,1.0,[2 6]
,,,,,210,transfer,2.0,[4 1]
,,,,,210,transfer,2.0,[2 4]
,,,,,210,transfer,1.0,[4 8]
,,,,,210,transfer,2.0,[2 5]
,,,,,211,transfer,1.0,[4 8]
,,,,,211,transfer,1.0,[3 4]
,,,,,211,transfer,1.0,[5 6]
,,,,,211,transfer,1.0,[7 6]
,,,,,211,transfer,2.0,[8 2]
,,,,,211,transfer,2.0,[3 1]
,,,,,211,transfer,2.0,[5 3]
